Sample,Country,Gender,Age,Age Group,lpfsbf1,lpfsbf2,lpfsbf3,lpfsbf4,lpfsbf5,lpfsbf6,lpfsbf7,lpfsbf8,lpfsbf9,lpfsbf10,lpfsbf11,lpfsbf12
2,5,1,43,3,2,2,3,2,2,2,3,2,2,1,2,2
2,5,0,43,3,3,2,3,3,3,3,2,2,2,2,3,2
2,5,0,43,3,1,2,2,2,3,3,3,2,3,2,3,2
2,5,0,43,3,2,3,2,2,2,2,3,2,3,2,3,3
2,5,0,43,3,2,2,3,2,2,3,3,3,2,2,3,3
2,5,1,43,3,1,3,3,3,3,3,2,3,2,3,3,3
2,5,0,43,3,4,4,4,4,4,4,4,3,4,3,3,3
2,5,1,43,3,4,4,4,4,4,4,4,4,4,4,4,4
2,7,0,43,3,2,1,1,1,1,3,2,2,1,1,3,2
2,7,1,43,3,3,3,3,2,3,2,1,2,2,1,3,2
2,7,1,43,3,2,2,2,2,3,3,3,3,2,1,2,2
2,1,1,44,3,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,44,3,1,1,1,1,1,1,2,1,1,1,1,1
2,1,0,44,3,1,1,1,1,2,1,1,1,2,1,1,1
2,1,0,44,3,1,1,2,2,1,1,1,1,2,1,2,1
2,1,1,44,3,1,1,2,1,1,2,2,1,1,1,2,2
2,1,0,44,3,2,3,2,1,3,3,1,2,1,1,3,1
2,1,0,44,3,1,1,1,1,1,2,2,1,2,1,3,1
2,1,0,44,3,1,2,1,1,1,1,2,3,1,1,2,1
2,1,0,44,3,1,1,2,1,1,1,1,1,2,1,3,2
2,1,0,44,3,1,2,1,1,2,1,2,3,2,1,1,1
2,1,1,44,3,2,1,1,2,1,2,3,2,2,1,1,1
2,1,1,44,3,1,2,2,2,2,2,2,2,2,1,2,1
2,1,1,44,3,2,2,1,4,2,1,2,1,2,1,2,2
2,1,1,44,3,2,2,2,2,2,2,2,2,2,1,2,1
2,1,1,44,3,1,2,2,2,2,3,1,3,2,1,2,1
2,1,1,44,3,1,2,2,2,2,2,2,2,2,2,2,1
2,1,0,44,3,2,2,1,2,1,3,3,2,2,2,2,1
2,1,1,44,3,3,2,2,1,2,2,2,2,2,2,2,2
2,1,1,44,3,2,2,2,2,2,2,3,3,3,2,2,3
2,1,1,44,3,2,2,3,3,2,3,3,3,3,2,4,1
2,1,0,44,3,4,4,4,4,4,3,2,3,3,2,4,4
2,3,1,44,3,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1,44,3,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1,44,3,3,3,3,3,3,3,2,2,2,3,3,3
1,4,1,44,3,1,1,2,1,2,1,2,1,1,1,1,1
2,4,1,44,3,1,1,2,1,1,3,1,3,2,1,3,1
2,4,1,44,3,2,1,2,2,1,3,3,2,3,1,1,1
2,5,0,44,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,44,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,44,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,44,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,44,3,1,1,3,1,1,1,1,1,1,1,1,1
2,5,0,44,3,1,1,2,1,1,1,1,2,1,1,1,1
2,5,0,44,3,2,1,1,1,1,1,2,1,1,2,1,1
2,5,1,44,3,1,1,2,1,2,2,1,1,2,1,2,1
2,5,0,44,3,1,1,2,1,1,3,2,1,2,1,1,1
2,5,0,44,3,1,3,2,1,1,3,2,2,1,1,1,1
2,5,1,44,3,1,1,1,1,1,1,1,3,1,1,2,1
2,5,1,44,3,1,1,1,1,1,1,1,1,2,3,1,1
2,5,0,44,3,1,1,1,1,1,1,2,1,1,2,2,1
2,5,1,44,3,2,1,1,1,2,1,2,2,2,1,1,1
2,5,1,44,3,1,1,1,1,1,1,3,1,1,1,1,3
2,5,0,44,3,1,1,2,1,1,2,3,3,1,1,1,1
2,5,0,44,3,1,1,1,3,3,3,3,1,1,1,3,1
2,5,1,44,3,2,4,3,2,2,3,2,2,1,1,3,1
2,5,1,44,3,2,4,3,2,3,3,1,2,2,1,3,1
2,5,1,44,3,1,1,3,1,1,2,1,2,3,1,3,1
2,5,1,44,3,1,2,2,2,2,2,2,1,1,3,2,2
2,5,1,44,3,2,1,2,1,2,1,2,2,3,1,2,2
2,5,0,44,3,1,2,2,2,2,2,2,2,3,1,2,2
2,5,1,44,3,3,2,2,2,2,2,2,2,2,2,2,2
2,5,1,44,3,3,3,4,4,3,4,3,2,3,1,1,2
2,5,1,44,3,3,4,4,4,4,4,3,1,3,1,2,2
2,5,0,44,3,1,1,1,2,1,1,3,2,3,1,3,1
2,5,0,44,3,2,2,1,2,1,1,2,2,2,2,2,3
2,5,1,44,3,3,3,2,2,2,2,3,2,3,2,1,3
2,5,0,44,3,2,3,2,2,3,3,2,2,2,2,3,3
2,5,0,44,3,2,2,2,1,2,2,2,2,3,3,2,3
2,5,0,44,3,1,2,3,2,1,3,2,2,3,2,4,2
2,5,1,44,3,2,2,2,2,2,2,2,2,3,3,3,2
2,5,0,44,3,2,2,2,2,2,3,3,3,3,2,1,3
2,5,0,44,3,1,3,3,2,3,2,2,3,3,2,2,3
2,5,0,44,3,3,3,3,3,4,3,2,3,3,3,3,2
2,5,0,44,3,3,1,1,2,2,2,3,3,3,3,2,3
2,5,0,44,3,3,3,3,3,3,2,2,3,3,3,3,3
2,5,0,44,3,3,3,3,3,2,3,3,3,2,2,4,3
2,5,0,44,3,3,2,3,3,3,3,3,3,3,2,3,3
2,5,0,44,3,4,4,2,3,4,2,4,3,3,2,4,1
2,5,1,44,3,3,4,3,4,4,4,4,4,4,3,3,3
2,7,1,44,3,2,2,3,1,1,1,1,1,3,1,1,2
2,7,0,44,3,3,1,2,2,1,2,1,3,3,3,2,3
2,7,0,44,3,3,2,4,4,4,1,3,3,2,2,4,1
2,1,0,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,45,3,1,1,1,1,1,1,2,1,1,1,1,2
2,1,1,45,3,2,1,2,2,2,2,1,2,1,1,2,1
2,1,1,45,3,1,1,2,3,2,2,1,1,1,1,3,1
2,1,1,45,3,1,1,1,3,1,1,1,2,2,1,2,1
2,1,1,45,3,1,2,2,1,2,2,1,2,1,2,2,1
2,1,0,45,3,1,1,1,1,1,1,2,2,2,1,1,2
2,1,0,45,3,1,1,2,1,1,1,2,1,1,2,3,1
2,1,0,45,3,1,1,2,1,1,3,1,4,3,1,1,1
2,1,0,45,3,1,2,1,2,2,2,2,2,2,2,1,2
2,1,1,45,3,1,1,1,2,1,3,2,2,2,2,3,2
2,1,1,45,3,3,4,4,4,4,1,1,1,4,4,1,2
2,1,1,45,3,1,3,1,1,2,3,1,2,3,3,3,2
2,1,1,45,3,2,2,2,1,1,2,3,3,3,3,3,3
2,1,0,45,3,4,4,4,4,4,4,3,3,3,4,3,3
1,3,1,45,3,1,1,2,2,1,1,1,1,1,1,1,1
1,3,1,45,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,3,1,45,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3,1,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1,45,3,1,3,1,1,1,2,1,1,1,1,1,1
2,3,1,45,3,3,3,2,2,1,2,1,1,1,1,1,1
2,3,1,45,3,2,1,3,1,1,2,2,2,2,2,1,1
2,3,0,45,3,1,2,2,2,2,2,1,2,2,1,1,4
2,3,1,45,3,1,3,2,2,2,3,1,2,2,3,3,1
2,3,1,45,3,1,1,3,1,1,3,3,2,3,3,2,3
2,4,1,45,3,3,3,3,2,3,2,1,1,2,1,1,1
2,4,1,45,3,1,2,2,3,2,2,1,2,1,1,2,2
2,4,1,45,3,1,1,1,1,1,1,3,3,1,1,1,1
2,5,0,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,45,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,45,3,1,2,2,1,1,1,1,1,1,1,1,1
2,5,0,45,3,1,2,1,1,1,2,1,1,1,1,1,1
2,5,1,45,3,1,1,1,1,1,1,1,1,1,2,1,1
2,5,1,45,3,1,1,1,1,1,1,1,1,1,1,2,1
2,5,1,45,3,1,1,1,1,1,2,1,1,1,1,2,1
2,5,0,45,3,2,1,1,1,1,2,1,2,1,1,1,1
2,5,0,45,3,1,1,2,1,1,3,1,1,2,1,1,1
2,5,0,45,3,1,1,1,1,1,1,1,3,1,1,1,1
2,5,0,45,3,1,1,1,1,2,2,2,1,2,1,1,1
2,5,1,45,3,1,1,3,1,3,1,1,1,3,1,1,1
2,5,1,45,3,1,1,1,1,1,2,2,2,2,1,1,1
2,5,1,45,3,1,1,1,2,1,1,2,1,2,2,1,1
2,5,0,45,3,1,2,1,2,1,2,1,2,2,1,2,1
2,5,1,45,3,1,1,1,3,1,2,2,2,1,1,2,1
2,5,0,45,3,2,2,2,2,2,1,1,2,1,2,1,2
2,5,0,45,3,2,3,3,3,3,1,2,2,2,1,1,1
2,5,0,45,3,3,3,2,3,3,4,2,1,2,2,2,1
2,5,0,45,3,1,1,2,1,2,2,2,2,2,1,2,2
2,5,1,45,3,1,1,1,2,2,3,3,2,2,1,1,2
2,5,1,45,3,1,2,2,2,2,2,1,2,2,3,1,2
2,5,1,45,3,2,2,1,3,2,2,2,2,1,1,3,2
2,5,1,45,3,2,3,3,4,3,3,2,2,2,2,2,1
2,5,0,45,3,1,1,1,2,1,1,1,1,3,1,3,3
2,5,0,45,3,1,3,3,1,2,2,2,2,2,2,2,2
2,5,1,45,3,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,45,3,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,45,3,2,2,2,2,2,2,2,2,2,2,2,2
2,5,0,45,3,2,3,2,2,2,3,3,1,2,1,3,2
2,5,1,45,3,1,4,2,2,1,4,3,3,1,1,3,1
2,5,1,45,3,3,1,3,3,3,3,2,2,1,3,2,2
2,5,1,45,3,4,1,1,1,1,1,1,3,1,2,3,3
2,5,0,45,3,1,2,1,2,3,4,4,3,2,1,1,2
2,5,1,45,3,1,1,2,2,2,1,2,2,3,3,2,3
2,5,1,45,3,3,3,1,2,3,2,1,3,3,2,4,3
2,5,0,45,3,3,3,2,3,2,3,3,2,3,3,3,2
2,5,1,45,3,2,4,2,2,2,4,3,3,3,3,3,2
2,5,0,45,3,3,2,3,2,3,2,3,3,3,3,3,3
2,5,1,45,3,3,3,3,3,3,3,3,3,3,3,3,3
2,7,1,45,3,2,1,1,3,3,3,1,3,1,1,3,1
2,7,1,45,3,3,2,1,3,3,2,1,1,3,1,3,1
2,7,1,45,3,4,3,3,2,4,2,3,1,2,1,2,1
2,7,1,45,3,3,2,2,3,1,1,1,3,2,1,3,2
2,7,1,45,3,3,3,3,3,3,2,1,3,3,2,3,2
2,7,1,45,3,1,2,1,1,2,3,2,1,4,1,3,4
2,7,1,45,3,1,1,1,1,3,1,2,3,1,4,3,3
2,1,1,46,3,1,1,1,1,1,1,2,2,2,1,1,1
2,1,0,46,3,1,1,1,1,1,2,2,2,3,1,1,2
2,1,0,46,3,1,2,2,1,1,2,2,3,2,1,2,2
2,1,1,46,3,2,2,2,2,2,2,2,2,2,2,2,2
2,1,0,46,3,2,3,2,3,2,2,2,1,2,3,3,3
2,1,1,46,3,2,2,4,3,3,2,2,3,3,2,2,2
2,1,1,46,3,3,3,2,4,2,2,3,1,3,3,4,4
2,1,1,46,3,3,4,4,3,4,4,3,3,3,2,3,4
2,3,1,46,3,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1,46,3,1,1,2,1,1,2,1,2,1,1,1,1
2,3,0,46,3,1,1,1,1,1,1,2,2,1,1,1,1
2,3,1,46,3,4,4,4,3,4,1,1,4,1,3,4,1
2,4,1,46,3,3,3,3,2,2,2,1,1,1,1,3,1
2,4,1,46,3,3,3,3,3,3,4,1,3,1,3,3,1
2,5,0,46,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,46,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,46,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,46,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,46,3,1,1,1,2,1,1,1,1,1,1,1,1
2,5,1,46,3,1,1,1,1,1,1,1,1,2,1,1,1
2,5,1,46,3,1,1,1,1,1,2,1,2,1,1,1,1
2,5,1,46,3,1,1,1,1,1,1,1,1,1,1,1,3
2,5,0,46,3,1,2,1,2,1,1,2,2,2,1,1,1
2,5,1,46,3,1,3,1,1,1,2,2,1,3,1,1,1
2,5,0,46,3,2,1,2,2,2,1,1,2,2,1,1,2
2,5,0,46,3,2,1,2,2,2,2,2,2,2,1,2,2
2,5,0,46,3,3,2,3,3,3,2,4,1,3,1,1,1
2,5,0,46,3,1,1,1,1,1,1,2,2,2,1,3,2
2,5,1,46,3,1,3,1,1,1,2,3,2,1,2,1,3
2,5,0,46,3,1,2,1,3,1,2,2,2,1,1,3,3
2,5,1,46,3,1,1,2,2,2,2,2,2,2,2,2,2
2,5,1,46,3,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,46,3,2,2,2,3,2,2,2,2,2,2,3,1
2,5,1,46,3,1,3,2,2,2,4,3,2,2,1,2,2
2,5,1,46,3,1,4,4,4,4,3,2,2,2,2,2,2
2,5,0,46,3,2,1,2,2,2,2,2,2,2,3,2,2
2,5,0,46,3,1,2,3,1,3,1,3,1,3,1,3,2
2,5,1,46,3,2,2,2,2,2,2,3,2,3,1,2,2
2,5,1,46,3,2,3,2,2,2,3,3,2,2,2,2,2
2,5,1,46,3,3,3,3,2,2,3,3,2,3,2,3,2
2,5,1,46,3,3,1,3,1,3,2,3,3,3,1,3,3
2,5,1,46,3,1,3,3,1,3,2,3,3,4,1,2,3
2,5,0,46,3,3,3,3,3,3,3,3,3,3,2,3,2
2,5,0,46,3,2,2,2,2,2,3,3,3,3,2,3,3
2,5,0,46,3,3,3,3,3,2,3,3,3,3,3,3,3
2,5,1,46,3,2,3,3,4,3,2,3,3,4,3,3,4
2,5,1,46,3,4,4,4,1,4,4,4,4,4,4,4,4
2,7,0,46,3,1,1,1,1,1,2,2,2,2,1,1,1
2,7,1,46,3,2,1,2,2,2,2,2,2,2,2,2,1
2,7,0,46,3,1,1,3,2,3,2,1,3,1,2,2,3
2,7,0,46,3,2,1,2,1,1,1,1,3,1,2,2,4
2,1,1,47,3,1,1,1,1,1,2,1,1,1,1,1,1
2,1,1,47,3,1,1,1,1,1,1,2,1,1,1,2,1
2,1,0,47,3,1,1,1,1,1,2,1,1,2,2,1,1
2,1,0,47,3,1,1,1,3,1,2,2,1,2,1,1,2
2,1,1,47,3,2,1,1,1,1,1,1,2,2,1,3,2
2,1,0,47,3,1,2,1,1,1,1,2,2,2,1,2,2
2,1,1,47,3,2,2,2,3,3,2,2,2,2,2,2,2
2,1,0,47,3,1,2,2,2,2,2,2,2,2,2,3,3
2,1,1,47,3,3,3,1,3,2,3,2,3,2,2,3,2
2,1,0,47,3,1,3,3,3,3,1,4,3,2,1,3,2
2,1,0,47,3,1,3,2,3,3,3,2,3,2,3,2,3
2,3,0,47,3,1,1,1,1,1,1,2,1,1,1,1,1
2,3,1,47,3,1,2,1,1,1,2,1,1,1,1,2,1
2,3,1,47,3,4,4,4,4,4,2,4,4,2,2,3,2
1,4,1,47,3,1,2,1,2,1,2,2,3,2,1,1,1
2,4,1,47,3,1,2,1,3,2,1,1,1,1,1,1,1
2,4,1,47,3,1,2,2,3,3,2,1,2,1,1,3,1
2,4,1,47,3,1,3,2,1,2,1,1,2,3,2,1,1
2,4,1,47,3,1,2,3,1,1,2,3,4,1,1,1,1
2,4,1,47,3,1,1,3,1,1,1,3,3,1,1,3,1
2,4,0,47,3,1,2,2,1,2,2,3,2,3,1,2,2
2,4,1,47,3,1,3,2,3,1,1,3,2,3,2,2,3
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,47,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,47,3,1,1,1,2,1,1,1,1,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,2,1,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,1,2,1,1,1,1
2,5,0,47,3,1,1,1,1,1,1,1,1,1,2,1,1
2,5,1,47,3,1,1,1,1,1,1,1,1,1,2,1,1
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,2,2
2,5,1,47,3,1,1,1,1,2,2,1,2,2,1,1,1
2,5,1,47,3,1,3,1,2,1,3,1,1,1,1,3,1
2,5,1,47,3,1,3,2,2,1,2,1,1,1,2,2,1
2,5,1,47,3,1,3,4,3,2,1,1,1,1,2,1,2
2,5,0,47,3,1,1,1,1,1,1,1,1,1,1,4,1
2,5,0,47,3,1,1,1,1,1,2,2,2,2,1,1,1
2,5,1,47,3,1,1,1,2,1,2,2,2,1,2,1,1
2,5,0,47,3,1,2,2,2,1,2,1,1,3,1,2,1
2,5,0,47,3,2,3,2,1,1,3,3,1,2,1,1,1
2,5,0,47,3,1,1,1,2,2,1,2,1,2,1,2,2
2,5,0,47,3,1,3,1,2,1,3,1,1,1,4,2,1
2,5,0,47,3,2,3,3,1,1,3,2,2,2,1,2,1
2,5,0,47,3,3,3,3,3,3,3,3,2,2,1,1,1
2,5,1,47,3,1,2,1,2,1,1,2,2,2,1,3,1
2,5,0,47,3,1,1,1,3,1,2,2,2,2,1,2,2
2,5,1,47,3,1,1,1,2,2,2,2,2,2,1,2,2
2,5,0,47,3,1,1,3,2,1,1,2,3,3,1,1,1
2,5,1,47,3,2,1,2,2,2,1,2,3,1,2,1,2
2,5,0,47,3,2,2,3,2,1,1,1,1,2,3,2,2
2,5,1,47,3,1,1,2,1,3,3,2,2,3,1,1,2
2,5,0,47,3,2,2,2,2,2,2,2,2,2,1,2,2
2,5,0,47,3,2,2,2,2,2,2,2,2,2,1,2,2
2,5,1,47,3,2,2,1,2,3,3,2,2,3,1,2,1
2,5,1,47,3,2,3,2,2,2,2,2,2,2,1,2,2
2,5,0,47,3,3,2,3,4,3,2,2,1,3,2,1,2
2,5,2,47,3,1,2,1,3,1,1,1,1,3,2,4,1
2,5,0,47,3,2,2,2,2,2,2,2,2,2,2,2,2
2,5,0,47,3,2,2,2,2,3,2,2,3,1,2,2,2
2,5,0,47,3,2,2,2,2,2,3,2,2,2,2,2,2
2,5,0,47,3,1,4,3,2,1,3,2,3,1,2,1,3
2,5,1,47,3,2,3,2,3,2,2,2,2,2,2,2,2
2,5,1,47,3,1,4,1,1,1,1,4,2,1,2,3,1
2,5,0,47,3,2,1,3,1,2,2,3,2,2,2,2,2
2,5,0,47,3,2,2,2,2,2,2,2,2,2,2,3,2
2,5,0,47,3,2,3,2,2,3,2,2,2,3,2,3,2
2,5,0,47,3,2,3,3,2,2,2,2,2,2,3,2,3
2,5,0,47,3,2,3,3,2,3,2,1,2,3,2,3,3
2,5,0,47,3,3,3,3,2,2,3,2,2,3,3,2,2
2,5,1,47,3,3,2,2,2,2,2,2,3,3,3,2,2
2,5,0,47,3,3,3,2,3,2,3,2,2,3,3,3,2
2,5,0,47,3,2,3,2,4,2,3,2,2,3,2,3,3
2,5,0,47,3,3,3,3,4,3,1,3,2,3,2,3,2
2,5,1,47,3,3,3,2,4,2,2,3,2,2,3,3,3
2,5,1,47,3,2,4,3,3,3,3,2,3,4,2,2,3
2,5,0,47,3,2,2,2,3,3,3,3,3,3,3,3,3
2,7,0,47,3,1,1,2,2,1,1,1,1,2,1,3,2
2,7,1,47,3,1,3,3,1,2,2,1,3,3,2,2,2
2,7,0,47,3,1,3,2,2,2,3,2,2,3,1,3,2
2,1,0,48,3,1,1,1,1,1,1,1,1,1,2,2,1
2,1,0,48,3,1,1,2,1,2,1,1,1,1,1,3,1
2,1,0,48,3,1,2,2,2,1,2,1,1,1,1,2,2
2,1,0,48,3,1,1,1,1,1,1,2,1,1,2,2,1
2,1,1,48,3,3,4,3,3,3,4,2,2,1,1,1,2
2,1,0,48,3,2,1,1,1,1,2,2,2,2,1,2,2
2,1,0,48,3,1,2,1,1,2,2,2,3,2,1,2,2
2,1,1,48,3,2,2,2,2,2,2,2,2,2,2,2,2
2,1,1,48,3,1,3,3,3,3,2,2,3,2,2,2,1
2,1,0,48,3,3,4,3,4,3,4,4,3,2,4,4,4
2,3,1,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1,48,3,2,1,3,2,2,1,1,2,2,1,2,1
2,3,0,48,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,4,1,48,3,2,1,2,2,2,3,3,3,3,3,2,2
2,4,1,48,3,1,3,2,1,1,1,1,1,2,1,1,2
2,4,1,48,3,1,3,3,4,3,4,3,2,3,1,3,4
2,5,0,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,48,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,48,3,3,1,1,1,1,1,1,1,1,1,1,1
2,5,0,48,3,1,2,1,2,1,2,2,1,1,1,1,1
2,5,1,48,3,1,1,2,2,2,2,1,1,1,2,1,1
2,5,0,48,3,1,1,1,1,1,2,1,2,2,1,1,1
2,5,0,48,3,2,1,1,1,2,1,2,1,1,1,2,1
2,5,1,48,3,1,1,1,1,2,2,2,1,2,1,1,1
2,5,1,48,3,1,2,2,1,1,1,1,1,1,3,1,1
2,5,0,48,3,1,2,1,2,1,2,1,1,2,1,1,2
2,5,0,48,3,1,1,1,2,1,2,1,1,2,2,2,1
2,5,0,48,3,1,2,1,3,1,1,1,1,1,1,3,2
2,5,0,48,3,1,1,2,2,2,2,2,2,2,1,1,1
2,5,1,48,3,2,3,3,1,3,3,2,1,3,1,1,1
2,5,0,48,3,1,1,1,1,1,1,1,1,1,3,3,1
2,5,1,48,3,2,2,2,2,2,2,2,2,2,1,2,1
2,5,0,48,3,1,1,1,1,3,2,3,2,3,1,1,1
2,5,0,48,3,2,3,2,1,1,1,2,2,2,3,1,1
2,5,0,48,3,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,48,3,1,4,4,2,1,2,1,4,1,4,1,1
2,5,0,48,3,1,3,2,2,1,1,2,2,2,3,2,2
2,5,0,48,3,1,1,2,1,3,2,3,2,2,1,3,2
2,5,1,48,3,2,2,1,1,2,3,2,3,3,1,2,2
2,5,0,48,3,1,2,3,3,3,2,3,2,2,1,2,3
2,5,0,48,3,2,3,2,2,2,3,2,2,2,2,3,2
2,5,0,48,3,3,2,2,2,2,3,3,2,2,2,2,2
2,5,0,48,3,4,3,2,4,3,3,2,2,2,1,3,3
2,5,0,48,3,4,3,3,3,3,4,1,3,1,3,3,2
2,5,0,48,3,2,2,3,2,2,2,2,2,2,3,3,2
2,5,1,48,3,2,4,3,3,3,3,3,3,2,2,3,1
2,5,0,48,3,2,3,3,3,3,1,1,3,3,2,3,3
2,5,1,48,3,2,3,2,3,2,3,2,3,2,2,3,3
2,5,2,48,3,4,3,4,4,4,4,1,1,4,4,4,2
2,5,0,48,3,1,4,3,3,1,2,3,2,2,2,4,4
2,7,0,48,3,1,3,2,3,1,1,2,2,2,1,1,1
2,1,1,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,49,3,1,1,1,1,1,1,1,1,2,1,1,1
2,1,0,49,3,1,1,1,1,1,1,1,2,1,1,2,1
2,1,1,49,3,1,1,1,1,1,2,1,1,1,1,2,2
2,1,0,49,3,1,1,1,2,2,2,2,1,2,1,1,1
2,1,0,49,3,1,2,1,3,1,1,2,1,1,2,1,1
2,1,1,49,3,1,1,1,1,1,1,1,2,1,2,2,1
2,1,0,49,3,1,1,1,1,1,1,2,2,1,1,3,1
2,1,2,49,3,3,2,1,2,1,3,1,2,1,3,1,2
2,1,0,49,3,1,3,3,2,3,3,2,2,2,1,2,1
2,1,1,49,3,2,3,2,2,2,2,2,2,2,2,2,2
2,1,1,49,3,2,2,3,2,2,2,1,1,3,2,3,2
2,1,0,49,3,2,3,2,3,2,4,2,2,1,2,3,2
2,1,1,49,3,1,2,1,1,1,2,2,3,2,1,3,2
2,1,0,49,3,3,3,2,2,2,3,2,1,1,3,3,3
2,1,1,49,3,1,1,1,1,2,2,3,3,2,1,3,2
2,1,0,49,3,3,3,3,3,3,3,3,3,3,3,3,3
2,4,1,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1,49,3,1,2,1,1,2,1,1,2,2,1,1,1
2,4,1,49,3,1,1,1,1,1,3,3,2,1,1,1,2
2,4,1,49,3,1,1,3,1,3,1,3,1,1,1,3,1
2,5,0,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,49,3,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,49,3,1,2,1,1,1,1,1,1,1,1,1,1
2,5,0,49,3,1,2,3,3,1,1,1,1,1,1,1,1
2,5,1,49,3,2,2,3,2,2,2,1,1,1,1,1,1
2,5,0,49,3,1,1,1,1,1,1,1,2,1,1,1,1
2,5,1,49,3,1,1,1,1,1,1,2,1,1,1,1,1
2,5,1,49,3,1,3,1,1,2,1,1,1,2,1,1,1
2,5,1,49,3,1,1,1,1,1,1,1,1,3,1,1,1
2,5,0,49,3,1,2,1,1,1,1,2,2,2,1,1,1
2,5,0,49,3,1,1,2,1,1,1,2,2,2,1,1,1
2,5,0,49,3,2,3,2,1,1,1,2,2,1,2,1,1
2,5,0,49,3,3,3,2,4,1,4,1,2,1,1,3,1
2,5,0,49,3,1,2,1,1,1,1,3,1,3,1,1,1
2,5,1,49,3,1,2,2,1,1,1,1,1,2,2,1,3
2,5,0,49,3,1,1,1,3,3,3,3,1,1,3,1,1
2,5,1,49,3,1,2,2,3,2,2,3,2,2,1,1,1
2,5,0,49,3,1,2,1,1,1,1,2,3,3,1,1,1
2,5,0,49,3,1,1,1,1,1,2,2,2,2,1,2,2
2,5,0,49,3,1,2,1,1,1,3,3,2,3,1,1,1
2,5,0,49,3,1,2,2,1,1,2,2,3,2,1,2,2
2,5,0,49,3,2,1,2,2,2,2,2,2,2,2,2,2
2,5,0,49,3,2,2,2,2,2,2,2,2,2,2,2,2
