Sample,Country,Gender,Age,Age Group,lpfsbf1,lpfsbf2,lpfsbf3,lpfsbf4,lpfsbf5,lpfsbf6,lpfsbf7,lpfsbf8,lpfsbf9,lpfsbf10,lpfsbf11,lpfsbf12
2,7,0,24,1,3,3,2,3,3,3,2,3,3,1,3,2
2,7,0,24,1,1,4,4,4,4,1,1,1,4,4,4,1
2,1,0,25,1,1,1,1,3,1,1,1,1,2,1,1,1
2,1,1,25,1,1,1,1,1,1,1,2,1,2,1,1,1
2,1,1,25,1,1,2,1,1,1,2,1,2,2,1,1,1
2,1,0,25,1,1,1,2,1,1,2,2,1,1,2,2,1
2,1,0,25,1,2,2,2,1,2,3,1,2,3,1,2,2
2,1,1,25,1,2,2,1,3,2,2,1,1,1,3,3,2
2,1,1,25,1,3,4,4,2,1,4,1,1,1,1,4,3
2,1,1,25,1,3,3,2,1,2,3,2,2,3,2,3,2
2,1,0,25,1,3,4,2,3,2,1,3,1,2,3,2,3
2,1,1,25,1,3,3,4,4,4,3,3,2,2,3,3,2
2,1,0,25,1,3,2,3,3,3,3,3,4,4,4,4,2
1,3,1,25,1,1,2,1,1,1,1,1,1,1,1,1,1
1,3,1,25,1,4,2,1,1,2,1,1,1,1,1,1,1
1,3,1,25,1,2,3,1,1,1,2,1,1,1,1,2,1
1,3,1,25,1,2,2,2,4,2,4,1,2,1,1,1,1
1,3,1,25,1,1,2,1,2,1,1,2,2,1,1,1,1
1,3,0,25,1,1,3,1,1,1,1,1,3,1,1,1,1
1,3,1,25,1,2,1,1,3,1,2,1,2,1,1,3,2
1,3,0,25,1,4,4,2,1,3,2,2,2,3,2,1,1
1,3,0,25,1,3,3,1,2,2,4,2,2,1,2,3,3
1,3,1,25,1,3,3,3,2,2,3,2,2,2,1,4,2
1,3,1,25,1,3,3,2,2,1,4,2,3,1,3,3,3
1,3,1,25,1,2,3,3,3,3,4,3,2,3,2,3,2
1,3,1,25,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3,1,25,1,1,3,2,1,1,2,1,2,1,1,1,1
2,3,1,25,1,1,1,1,1,2,1,1,2,1,1,2,1
2,3,1,25,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3,1,25,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,4,1,25,1,1,2,2,1,2,3,1,1,2,1,1,1
1,4,1,25,1,2,4,3,3,2,3,2,1,1,1,1,1
1,4,1,25,1,2,3,3,3,2,3,2,2,2,2,2,2
1,4,1,25,1,2,3,2,1,2,1,3,2,1,1,4,2
1,4,1,25,1,1,3,3,2,2,2,2,1,2,3,4,2
1,4,1,25,1,4,3,3,4,4,3,2,3,3,1,4,2
2,4,0,25,1,3,4,3,2,2,1,4,2,3,1,2,2
2,4,0,25,1,3,3,2,4,2,2,2,2,3,4,4,2
2,5,0,25,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,25,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,25,1,1,1,1,1,1,2,1,1,1,1,1,1
2,5,0,25,1,1,1,1,1,1,1,1,2,1,1,1,1
2,5,0,25,1,1,1,1,1,1,1,1,1,2,1,1,1
2,5,0,25,1,1,1,2,1,1,1,2,1,1,1,1,1
2,5,1,25,1,1,2,1,1,1,1,1,1,1,1,2,1
2,5,0,25,1,1,1,1,3,1,1,1,1,1,2,1,1
2,5,1,25,1,1,1,2,1,1,2,1,2,1,1,1,1
2,5,1,25,1,1,1,2,2,1,1,2,1,1,1,1,1
2,5,1,25,1,2,3,2,2,1,3,1,1,1,1,2,1
2,5,0,25,1,1,1,1,1,1,1,1,1,1,1,3,1
2,5,0,25,1,1,2,1,1,1,1,1,3,1,1,1,1
2,5,0,25,1,1,1,1,1,1,2,1,3,1,1,1,1
2,5,0,25,1,2,2,1,1,1,1,1,1,1,1,2,2
2,5,1,25,1,1,2,2,1,2,3,2,1,1,2,1,1
2,5,1,25,1,1,2,1,2,1,1,1,2,1,2,2,1
2,5,1,25,1,1,1,1,2,2,1,2,2,2,1,1,1
2,5,1,25,1,2,2,2,2,2,2,2,2,1,1,2,1
2,5,1,25,1,2,3,3,3,2,3,3,1,2,1,1,1
2,5,1,25,1,3,2,2,2,1,1,3,2,2,1,1,2
2,5,1,25,1,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,25,1,2,3,3,3,2,3,3,2,2,2,2,2
2,5,1,25,1,3,1,2,2,1,4,2,3,2,1,4,2
2,5,0,25,1,3,3,2,3,1,2,2,2,3,2,3,2
2,5,1,25,1,3,3,3,4,4,3,3,1,3,1,3,4
2,5,0,25,1,2,2,3,3,2,2,3,3,2,2,3,3
2,5,0,25,1,3,2,3,3,1,2,3,2,3,3,2,3
2,5,1,25,1,2,3,2,2,3,2,3,2,2,3,3,3
2,5,1,25,1,3,3,3,3,2,3,2,2,3,3,4,2
2,5,1,25,1,3,3,3,2,3,2,3,3,3,3,3,2
2,5,1,25,1,2,3,2,3,3,3,3,3,3,2,3,3
2,5,0,25,1,4,3,3,3,2,3,3,3,2,3,4,2
2,5,0,25,1,2,2,4,4,2,3,3,2,2,4,4,3
2,5,0,25,1,3,3,3,3,3,3,3,3,3,3,3,3
2,5,1,25,1,3,4,3,3,3,3,3,3,3,3,3,3
2,5,0,25,1,3,4,4,3,3,2,3,3,3,4,2,3
2,5,1,25,1,4,3,2,4,4,3,4,1,4,3,3,3
2,5,1,25,1,4,4,4,3,3,4,1,4,4,4,1,4
2,5,0,25,1,2,2,3,3,1,2,3,3,4,3,3,3
2,5,1,25,1,2,2,2,3,2,3,3,2,3,3,4,4
2,5,1,25,1,4,4,4,4,4,4,4,4,4,4,4,4
2,5,1,25,1,4,4,4,4,4,4,4,4,4,4,4,4
1,6,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1
1,6,1,25,1,3,3,3,1,1,1,1,1,1,1,1,1
1,7,1,25,1,1,4,3,1,2,1,2,3,4,2,4,3
2,7,0,25,1,1,1,2,1,1,1,1,3,1,1,2,1
2,7,1,25,1,1,1,1,2,2,2,1,1,1,1,4,1
2,7,1,25,1,3,3,2,1,3,3,3,1,2,2,3,1
2,7,1,25,1,1,2,3,3,2,3,2,3,2,2,3,2
2,7,0,25,1,3,2,3,3,2,3,2,3,2,2,4,1
2,7,1,25,1,4,4,4,4,3,3,4,3,3,4,4,4
2,1,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,0,26,1,1,1,3,1,1,1,1,1,1,1,1,1
2,1,0,26,1,1,2,1,1,1,1,2,1,1,1,1,1
2,1,0,26,1,1,2,2,3,2,1,1,1,2,1,1,1
2,1,1,26,1,1,2,1,2,1,4,2,1,1,1,1,1
2,1,0,26,1,1,1,1,1,2,2,2,1,2,1,1,1
2,1,1,26,1,2,2,2,1,2,2,1,1,1,1,3,1
2,1,0,26,1,2,3,2,1,1,3,2,1,1,2,1,1
2,1,1,26,1,2,2,2,2,1,3,1,2,1,1,2,1
2,1,0,26,1,3,3,3,1,4,1,2,2,2,1,1,3
2,1,1,26,1,3,4,3,3,2,2,1,2,1,2,3,2
2,1,1,26,1,2,4,4,3,4,4,1,2,2,1,3,3
2,1,0,26,1,2,3,2,2,3,1,2,3,3,2,1,2
2,1,2,26,1,3,3,1,3,2,3,2,1,1,3,3,3
2,1,0,26,1,2,1,2,2,3,2,1,3,3,1,3,3
2,1,1,26,1,3,3,3,2,3,3,2,1,2,3,4,3
2,1,1,26,1,1,4,4,2,4,4,3,4,1,3,4,1
2,1,0,26,1,4,4,3,4,4,3,1,3,4,3,2,4
1,3,0,26,1,1,2,1,1,1,1,1,1,1,1,1,1
1,3,1,26,1,1,3,2,3,3,1,1,2,1,1,1,1
1,3,1,26,1,1,1,1,3,2,1,2,1,1,1,3,1
1,3,1,26,1,1,3,2,1,2,2,1,2,2,1,2,1
1,3,1,26,1,1,1,1,2,3,1,1,1,3,1,3,1
1,3,1,26,1,1,4,3,1,3,2,1,2,2,1,3,1
1,3,0,26,1,3,4,4,1,4,4,1,4,4,1,1,1
1,3,0,26,1,1,3,1,4,1,3,2,3,2,2,3,2
1,3,1,26,1,3,3,1,3,3,3,2,3,2,2,2,3
1,3,1,26,1,1,1,3,1,2,3,2,3,3,2,3,2
1,3,1,26,1,4,4,4,2,4,4,4,3,4,2,3,4
1,3,1,26,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,3,1,26,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1,26,1,1,2,2,3,2,1,1,1,1,1,1,1
2,3,1,26,1,1,1,2,1,1,2,1,2,1,1,1,2
2,3,0,26,1,4,2,3,3,2,2,1,3,2,1,1,1
2,3,1,26,1,3,3,2,4,4,3,2,2,2,1,1,1
2,3,0,26,1,1,3,1,2,1,1,3,1,3,1,1,2
2,3,0,26,1,3,3,3,2,3,3,1,2,1,2,4,1
2,3,1,26,1,4,4,4,4,4,4,1,2,4,4,4,2
2,3,1,26,1,4,4,4,3,4,3,2,3,4,3,4,3
1,4,1,26,1,1,1,1,1,1,1,2,2,1,2,3,1
1,4,1,26,1,3,1,3,3,3,3,3,2,3,1,4,1
1,4,1,26,1,2,3,3,1,1,3,2,2,1,4,3,3
2,4,1,26,1,3,1,2,3,2,3,2,3,3,1,2,1
2,4,0,26,1,4,3,3,2,4,2,2,4,3,2,3,1
2,5,0,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,26,1,1,1,1,1,1,2,1,1,1,1,1,1
2,5,1,26,1,1,1,1,1,1,2,1,1,1,1,1,1
2,5,1,26,1,1,1,1,1,4,1,1,1,1,1,1,1
2,5,1,26,1,1,2,1,2,1,1,1,1,1,1,2,1
2,5,1,26,1,1,2,2,1,2,1,2,1,1,1,1,1
2,5,0,26,1,1,1,1,1,1,1,1,1,1,1,2,2
2,5,0,26,1,1,1,1,1,1,1,1,2,2,1,1,1
2,5,1,26,1,2,2,3,2,2,4,2,1,1,1,2,1
2,5,0,26,1,1,1,2,2,1,2,1,1,2,2,2,1
2,5,1,26,1,1,2,3,1,2,1,2,2,2,1,1,1
2,5,0,26,1,1,2,2,1,1,2,2,2,2,1,1,2
2,5,1,26,1,1,2,1,2,2,2,2,1,2,2,1,2
2,5,0,26,1,1,3,2,3,4,3,3,2,2,1,1,1
2,5,1,26,1,2,2,2,2,2,2,2,2,2,1,2,2
2,5,1,26,1,1,2,3,2,2,2,2,2,1,2,3,1
2,5,0,26,1,2,2,2,1,2,2,3,3,2,1,1,2
2,5,0,26,1,2,2,2,2,2,2,2,3,2,1,2,2
2,5,1,26,1,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,26,1,2,2,2,3,2,2,2,2,2,2,2,2
2,5,1,26,1,3,3,3,3,3,3,3,1,2,1,3,2
2,5,0,26,1,1,1,1,1,1,1,2,2,2,3,2,2
2,5,0,26,1,3,1,1,3,3,3,3,1,3,2,3,1
2,5,1,26,1,3,2,3,2,3,3,2,3,2,2,2,2
2,5,1,26,1,3,3,3,4,3,4,2,2,2,3,2,2
2,5,1,26,1,1,2,2,2,2,3,2,2,2,2,4,2
2,5,0,26,1,2,2,2,2,3,3,1,2,3,3,3,2
2,5,1,26,1,2,1,2,2,1,2,2,2,3,3,3,2
2,5,0,26,1,1,1,2,2,3,2,2,2,2,3,3,3
2,5,0,26,1,3,3,2,4,3,3,3,2,2,3,3,2
2,5,0,26,1,3,3,2,2,2,3,3,3,3,2,3,3
2,5,1,26,1,3,4,3,4,3,3,3,2,3,2,4,3
2,5,0,26,1,4,4,4,4,4,4,2,2,4,2,3,4
2,5,0,26,1,3,2,3,3,2,3,3,2,3,4,3,3
2,5,1,26,1,3,3,3,3,3,3,3,3,3,3,3,3
2,5,0,26,1,4,4,4,4,4,4,4,4,4,4,4,4
1,6,1,26,1,3,2,3,1,3,3,1,1,1,1,1,1
1,6,2,26,1,4,2,3,2,3,3,1,1,1,2,4,2
2,7,1,26,1,3,2,3,3,4,2,4,3,4,3,3,3
2,1,0,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,27,1,2,2,1,3,2,2,2,1,1,2,1,2
2,1,0,27,1,3,4,3,4,4,3,2,1,1,2,1,2
2,1,0,27,1,1,1,1,1,1,1,1,2,2,2,2,2
2,1,1,27,1,2,3,2,2,2,3,2,1,1,3,2,2
2,1,1,27,1,3,3,4,3,4,4,1,2,1,3,3,1
2,1,1,27,1,1,4,3,2,1,4,1,2,2,3,3,1
2,1,0,27,1,3,3,3,3,3,2,2,2,3,2,1,2
2,1,0,27,1,3,3,3,2,3,4,2,2,2,2,2,2
2,1,1,27,1,1,2,2,2,2,2,2,2,2,2,3,2
2,1,0,27,1,2,3,1,3,2,3,2,2,3,2,2,2
2,1,0,27,1,1,3,1,3,3,3,2,3,1,3,3,2
2,1,1,27,1,2,3,2,3,3,3,3,2,3,1,3,2
2,1,1,27,1,3,3,3,3,3,3,1,2,2,3,4,2
2,1,0,27,1,2,2,2,2,2,2,2,4,2,3,4,4
2,1,1,27,1,1,4,4,4,4,4,3,4,4,4,4,4
1,3,1,27,1,1,1,2,2,2,2,1,1,2,1,1,1
1,3,0,27,1,2,3,2,2,2,2,2,1,2,1,1,1
2,3,0,27,1,1,3,1,1,1,1,1,1,1,1,1,1
2,3,1,27,1,1,3,2,2,2,3,1,2,1,1,1,1
2,3,0,27,1,2,1,1,1,1,1,1,1,2,1,2,1
2,3,1,27,1,1,2,1,1,1,2,1,3,1,1,1,1
2,3,1,27,1,1,2,1,1,1,3,1,2,1,1,2,1
2,3,1,27,1,3,4,3,4,2,3,3,3,2,1,1,2
2,3,1,27,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3,0,27,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3,1,27,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,4,0,27,1,3,1,1,3,3,4,1,1,1,1,1,1
2,4,1,27,1,1,2,1,3,1,1,1,1,1,1,1,1
2,4,1,27,1,2,2,3,1,2,3,3,3,2,1,1,1
2,4,1,27,1,1,3,3,4,4,1,3,3,1,1,3,1
2,4,0,27,1,4,3,3,3,3,3,2,3,3,1,3,2
2,5,0,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,27,1,2,2,1,1,1,1,1,1,1,1,1,1
2,5,1,27,1,1,1,2,1,1,2,1,1,1,1,1,1
2,5,1,27,1,3,1,3,3,3,1,1,1,1,1,1,1
2,5,1,27,1,1,1,1,1,1,2,2,1,1,1,1,1
2,5,0,27,1,1,1,2,1,1,2,2,1,1,1,1,1
2,5,0,27,1,1,1,1,1,1,1,2,2,1,1,1,1
2,5,1,27,1,1,3,1,1,1,2,2,1,1,1,1,2
2,5,1,27,1,1,3,1,2,1,2,1,2,1,2,1,1
2,5,1,27,1,2,3,2,3,2,3,2,1,1,1,2,1
2,5,0,27,1,1,2,2,3,2,2,1,2,3,1,1,1
2,5,0,27,1,1,1,1,2,1,2,2,3,2,1,1,1
2,5,0,27,1,2,1,1,2,2,1,2,2,2,1,1,2
2,5,1,27,1,1,1,1,3,2,1,1,1,1,1,4,2
2,5,0,27,1,1,1,2,2,2,2,3,2,2,1,1,1
2,5,1,27,1,1,2,1,3,1,2,2,2,1,1,3,1
2,5,1,27,1,1,3,3,1,3,3,2,2,2,2,1,1
2,5,1,27,1,1,1,1,3,1,1,2,3,1,1,3,1
2,5,1,27,1,2,2,1,1,2,3,2,1,1,2,3,2
2,5,1,27,1,2,3,3,1,2,3,2,2,3,1,1,2
2,5,0,27,1,1,1,2,1,1,3,3,2,3,2,1,1
2,5,1,27,1,1,1,2,2,2,2,2,2,2,2,2,2
2,5,1,27,1,1,2,1,2,2,3,2,3,1,2,2,2
2,5,1,27,1,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,27,1,2,2,2,2,2,2,2,2,2,2,2,2
2,5,0,27,1,2,2,2,3,2,2,2,2,2,1,2,3
2,5,1,27,1,3,2,3,2,2,2,2,2,2,2,2,2
2,5,1,27,1,1,1,1,1,1,1,3,2,2,1,2,3
2,5,0,27,1,2,2,2,1,2,2,2,2,3,2,2,2
2,5,1,27,1,1,3,2,2,2,1,2,2,2,2,3,2
2,5,1,27,1,2,2,1,3,2,3,3,2,2,2,3,1
2,5,0,27,1,2,3,2,2,2,3,2,2,2,2,3,2
2,5,0,27,1,3,3,3,2,3,2,1,1,2,4,4,1
2,5,1,27,1,3,2,3,3,3,3,2,2,2,2,3,2
2,5,1,27,1,3,3,3,2,2,4,2,1,3,1,3,3
2,5,1,27,1,1,2,1,2,3,3,3,2,2,2,2,3
2,5,0,27,1,1,2,2,3,2,2,2,3,3,2,2,2
2,5,1,27,1,4,3,3,3,3,2,2,2,2,2,4,2
2,5,1,27,1,1,1,3,2,2,3,3,3,3,2,2,2
2,5,1,27,1,3,1,1,1,3,3,1,3,4,3,2,2
2,5,0,27,1,2,3,2,4,1,3,2,3,1,4,2,3
2,5,1,27,1,3,2,2,2,3,3,3,2,2,3,3,2
2,5,1,27,1,3,4,2,4,3,3,2,2,3,3,3,2
2,5,0,27,1,3,1,1,1,1,4,1,1,4,4,4,2
2,5,1,27,1,3,2,3,3,3,3,3,3,3,2,3,2
2,5,0,27,1,3,2,2,3,3,3,4,3,3,3,2,3
2,5,1,27,1,3,4,3,2,2,2,3,3,3,3,3,3
2,5,0,27,1,2,1,2,4,4,3,4,4,4,4,4,4
2,5,0,27,1,4,4,4,4,4,4,4,4,4,4,4,4
1,6,1,27,1,3,4,2,4,2,2,2,1,1,3,3,2
1,6,0,27,1,3,3,1,3,2,2,3,1,2,3,2,2
1,6,0,27,1,2,4,3,2,2,2,2,2,1,3,3,2
1,7,0,27,1,3,3,2,4,4,3,1,4,3,2,2,3
2,7,1,27,1,1,2,2,1,1,2,1,2,1,1,1,1
2,7,0,27,1,1,3,1,3,1,3,1,3,1,1,1,3
2,7,1,27,1,1,1,2,1,3,2,1,2,3,1,2,2
2,7,0,27,1,3,2,3,2,3,2,3,2,3,1,3,2
2,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,0,28,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,0,28,1,1,1,1,1,1,2,1,2,1,2,2,2
2,1,0,28,1,3,2,2,3,1,2,2,1,1,1,3,2
2,1,1,28,1,2,3,2,1,2,3,2,3,2,1,1,1
2,1,1,28,1,1,2,3,2,2,3,2,3,2,1,1,2
2,1,1,28,1,2,2,1,1,2,2,2,2,2,1,3,2
2,1,0,28,1,2,2,2,2,2,2,2,2,2,2,2,2
2,1,0,28,1,1,1,2,2,1,2,3,3,3,1,1,2
2,1,0,28,1,2,1,1,1,3,2,2,1,3,1,3,3
2,1,0,28,1,2,2,2,2,2,3,2,3,2,2,2,2
2,1,0,28,1,3,2,2,2,3,2,2,3,3,2,3,2
2,1,1,28,1,4,4,4,4,4,4,3,3,3,3,4,2
2,1,1,28,1,4,4,4,4,4,4,4,4,4,2,4,4
1,3,1,28,1,1,3,1,3,3,1,1,1,1,1,1,1
1,3,0,28,1,3,4,4,2,3,4,1,3,3,4,1,2
2,3,1,28,1,1,3,2,3,2,1,1,1,1,1,1,1
2,3,1,28,1,1,1,1,1,2,1,2,1,1,1,1,1
2,3,1,28,1,1,3,1,1,1,3,1,2,1,1,1,1
2,3,1,28,1,1,2,2,1,2,2,2,2,1,1,1,1
2,3,1,28,1,1,1,1,1,1,3,2,2,2,1,1,1
2,3,1,28,1,2,2,1,1,1,2,1,3,1,1,1,2
2,3,1,28,1,1,2,2,1,1,2,2,3,1,1,3,1
2,3,1,28,1,2,3,1,2,2,3,2,2,2,1,2,2
2,3,0,28,1,2,4,1,4,2,3,2,2,1,2,3,3
2,3,1,28,1,3,3,2,3,2,4,2,3,3,2,2,3
2,3,1,28,1,1,1,3,2,3,2,4,2,3,1,3,3
2,3,1,28,1,3,4,2,3,3,4,3,2,2,4,3,4
2,3,1,28,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,4,1,28,1,2,3,2,3,2,2,2,2,2,3,3,2
2,4,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1,28,1,1,2,1,2,1,2,1,2,1,1,3,2
2,5,0,28,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,28,1,1,1,1,1,1,2,1,1,1,1,1,1
2,5,1,28,1,1,1,1,2,1,1,1,1,1,1,1,1
2,5,1,28,1,1,1,2,1,1,2,1,1,1,1,1,1
2,5,1,28,1,1,1,1,3,1,4,1,1,1,1,1,1
2,5,1,28,1,1,1,1,1,1,1,1,1,1,1,2,1
2,5,1,28,1,1,1,1,1,1,1,2,1,1,1,1,1
2,5,1,28,1,1,1,1,2,1,2,1,1,1,1,2,1
2,5,1,28,1,1,1,1,3,1,2,1,1,2,1,1,1
2,5,1,28,1,2,2,1,1,1,3,2,1,1,1,1,1
2,5,0,28,1,1,1,1,1,2,1,1,1,1,1,2,2
2,5,1,28,1,1,1,1,1,1,2,1,1,1,2,2,1
2,5,1,28,1,1,2,1,1,2,1,2,2,1,1,1,1
2,5,1,28,1,1,1,3,1,2,2,2,2,2,1,1,1
2,5,0,28,1,2,2,2,2,2,2,2,2,2,1,1,1
2,5,0,28,1,3,3,1,2,2,3,2,1,2,1,2,1
2,5,1,28,1,1,1,2,1,1,2,2,2,2,1,1,2
2,5,1,28,1,1,2,2,2,2,2,1,2,2,1,3,1
2,5,1,28,1,1,1,1,1,1,1,1,2,2,2,2,2
2,5,0,28,1,1,1,3,1,2,1,2,1,3,1,1,3
2,5,1,28,1,1,2,1,1,2,2,2,1,2,1,3,2
2,5,1,28,1,3,3,3,3,3,3,2,3,2,1,1,2
2,5,1,28,1,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,28,1,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,28,1,3,2,3,3,2,3,2,2,2,2,2,2
2,5,1,28,1,1,1,1,1,1,3,2,2,1,3,1,4
2,5,0,28,1,1,2,1,2,1,3,2,2,2,3,1,3
2,5,0,28,1,1,1,1,3,3,3,3,2,3,1,1,3
2,5,0,28,1,2,3,4,3,2,1,2,3,2,1,2,3
2,5,1,28,1,2,3,3,3,2,2,2,2,2,2,3,2
2,5,0,28,1,3,3,2,3,2,3,2,2,3,1,3,2
2,5,1,28,1,3,3,2,3,3,3,3,2,2,2,2,2
2,5,0,28,1,2,2,2,2,2,2,2,3,2,1,3,3
2,5,0,28,1,2,1,3,3,1,4,3,2,4,1,2,2
2,5,1,28,1,3,3,2,3,2,3,2,1,2,3,3,3
2,5,1,28,1,4,4,4,3,4,4,3,2,4,1,3,2
2,5,1,28,1,1,2,1,1,1,2,1,2,3,3,4,3
2,5,0,28,1,3,3,2,4,3,2,3,3,3,2,3,3
2,5,1,28,1,3,4,4,4,3,3,1,3,3,4,4,2
2,5,0,28,1,2,3,3,3,3,3,3,3,3,3,3,3
2,5,0,28,1,3,4,3,4,3,3,2,3,3,4,3,3
2,5,1,28,1,3,3,4,3,3,3,4,2,3,4,4,2
1,6,0,28,1,4,2,4,3,4,3,1,3,1,1,1,1
1,6,1,28,1,2,2,3,1,3,2,3,3,2,1,1,1
1,7,1,28,1,4,4,3,4,4,3,3,4,3,1,3,3
2,7,1,28,1,3,2,1,1,2,3,1,1,2,2,3,1
2,7,0,28,1,3,4,2,4,1,2,3,3,2,2,1,1
2,7,0,28,1,1,1,1,1,2,2,2,3,3,3,1,1
2,1,1,29,1,1,1,1,1,1,2,1,1,1,1,1,1
2,1,0,29,1,1,1,1,3,1,1,1,1,1,1,1,1
2,1,1,29,1,1,1,3,4,3,1,2,1,3,1,1,1
2,1,0,29,1,3,3,1,3,3,2,2,1,1,1,3,1
2,1,0,29,1,2,3,2,3,2,3,2,2,2,1,2,1
2,1,1,29,1,1,1,1,3,2,2,1,3,2,2,2,2
2,1,1,29,1,4,1,3,3,3,2,2,2,2,2,2,2
2,1,0,29,1,2,3,3,1,2,2,2,2,3,2,2,2
2,1,1,29,1,2,3,1,4,2,3,2,2,2,3,4,1
2,1,1,29,1,2,3,2,3,3,3,2,2,3,3,3,2
2,1,0,29,1,3,3,2,3,3,3,2,3,1,4,3,2
2,1,0,29,1,2,2,3,4,1,3,3,2,4,3,2,2
2,1,1,29,1,4,4,3,3,4,3,3,3,3,3,3,2
1,3,1,29,1,4,4,4,3,4,4,1,3,4,3,4,2
2,3,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1,29,1,1,1,2,1,1,1,1,1,1,1,1,1
2,3,1,29,1,1,2,1,1,1,2,1,1,1,1,1,1
2,3,1,29,1,1,2,3,1,1,2,1,1,1,1,1,1
2,3,1,29,1,1,1,1,1,1,1,1,1,1,2,1,1
2,3,1,29,1,1,1,1,2,1,1,1,1,1,2,2,2
2,3,1,29,1,2,2,2,2,3,3,1,2,2,1,2,1
2,3,1,29,1,1,3,1,4,4,3,1,3,3,3,2,1
2,3,0,29,1,4,3,3,3,3,3,2,2,3,1,3,2
2,3,1,29,1,3,3,2,1,3,3,2,2,3,2,3,2
2,3,1,29,1,4,4,4,4,4,3,3,4,4,1,4,3
2,3,0,29,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,4,1,29,1,1,3,3,3,1,2,1,2,1,2,2,2
1,4,1,29,1,2,2,2,2,2,3,1,2,2,2,3,2
2,4,1,29,1,1,2,1,1,1,1,2,2,1,1,1,2
2,4,1,29,1,1,1,3,2,2,1,1,2,1,1,3,1
2,4,1,29,1,2,4,3,3,3,2,2,3,2,1,1,3
2,4,1,29,1,3,3,2,2,3,2,2,2,3,2,2,2
2,5,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,29,1,1,1,1,3,1,1,1,1,1,1,1,1
2,5,1,29,1,1,1,2,2,2,1,1,1,1,1,1,1
2,5,0,29,1,1,2,2,2,1,1,1,1,1,1,1,1
2,5,0,29,1,2,3,3,3,3,3,1,1,1,1,1,1
2,5,1,29,1,1,1,1,1,1,2,1,1,1,1,2,1
2,5,1,29,1,1,2,1,3,1,2,1,1,2,1,1,1
2,5,1,29,1,1,1,3,1,3,3,1,2,1,1,1,1
2,5,0,29,1,2,1,3,2,3,4,2,1,1,1,1,1
2,5,0,29,1,1,1,1,1,1,1,1,1,2,1,2,1
2,5,1,29,1,2,2,1,1,1,1,1,1,2,1,2,1
2,5,0,29,1,2,2,1,2,2,3,3,1,1,1,1,1
2,5,1,29,1,1,3,3,1,2,3,2,2,1,1,1,1
2,5,1,29,1,1,2,2,3,3,3,2,1,1,1,2,1
2,5,0,29,1,1,1,2,3,1,1,3,1,2,1,1,1
2,5,1,29,1,1,3,2,2,3,3,1,1,1,1,3,2
2,5,1,29,1,2,3,2,3,2,4,2,2,2,1,1,1
2,5,1,29,1,1,1,3,2,2,1,1,1,3,1,3,1
