"pid","sex","age","race","delay","cb","order","cfmt","cfmt_est","cfmt_cor_estimate_1","cfmt_self_compare_8","cfmq","CFMQ1","CFMQ2","CFMQ3","CFMQ4","CFMQ5","CFMQ6","CFMQ7","CFMQ8","CFMQ9","CFMQ10","CFMQ11","CFMQ12","CFMQ13","CFMQ14","CFMQ15","CFMQ16","CFMQ17","CFMT1_CONF","CFMT2_CONF","CFMT3_CONF","CFMT4_CONF","CFMT5_CONF","CFMT6_CONF","CFMT7_CONF","CFMT8_CONF","CFMT9_CONF","CFMT10_CONF","CFMT11_CONF","CFMT12_CONF","CFMT13_CONF","CFMT14_CONF","CFMT15_CONF","CFMT16_CONF","CFMT17_CONF","CFMT18_CONF","CFMT19_CONF","CFMT20_CONF","CFMT21_CONF","CFMT22_CONF","CFMT23_CONF","CFMT24_CONF","CFMT25_CONF","CFMT26_CONF","CFMT27_CONF","CFMT28_CONF","CFMT29_CONF","CFMT30_CONF","CFMT31_CONF","CFMT32_CONF","CFMT33_CONF","CFMT34_CONF","CFMT35_CONF","CFMT36_CONF","CFMT37_CONF","CFMT38_CONF","CFMT39_CONF","CFMT40_CONF","CFMT41_CONF","CFMT42_CONF","CFMT43_CONF","CFMT44_CONF","CFMT45_CONF","CFMT46_CONF","CFMT47_CONF","CFMT48_CONF","CFMT49_CONF","CFMT50_CONF","CFMT51_CONF","CFMT52_CONF","CFMT53_CONF","CFMT54_CONF","CFMT55_CONF","CFMT56_CONF","CFMT57_CONF","CFMT58_CONF","CFMT59_CONF","CFMT60_CONF","CFMT61_CONF","CFMT62_CONF","CFMT63_CONF","CFMT64_CONF","CFMT65_CONF","CFMT66_CONF","CFMT67_CONF","CFMT68_CONF","CFMT69_CONF","CFMT70_CONF","CFMT71_CONF","CFMT72_CONF","CFMT1_RESP","CFMT2_RESP","CFMT3_RESP","CFMT4_RESP","CFMT5_RESP","CFMT6_RESP","CFMT7_RESP","CFMT8_RESP","CFMT9_RESP","CFMT10_RESP","CFMT11_RESP","CFMT12_RESP","CFMT13_RESP","CFMT14_RESP","CFMT15_RESP","CFMT16_RESP","CFMT17_RESP","CFMT18_RESP","CFMT19_RESP","CFMT20_RESP","CFMT21_RESP","CFMT22_RESP","CFMT23_RESP","CFMT24_RESP","CFMT25_RESP","CFMT26_RESP","CFMT27_RESP","CFMT28_RESP","CFMT29_RESP","CFMT30_RESP","CFMT31_RESP","CFMT32_RESP","CFMT33_RESP","CFMT34_RESP","CFMT35_RESP","CFMT36_RESP","CFMT37_RESP","CFMT38_RESP","CFMT39_RESP","CFMT40_RESP","CFMT41_RESP","CFMT42_RESP","CFMT43_RESP","CFMT44_RESP","CFMT45_RESP","CFMT46_RESP","CFMT47_RESP","CFMT48_RESP","CFMT49_RESP","CFMT50_RESP","CFMT51_RESP","CFMT52_RESP","CFMT53_RESP","CFMT54_RESP","CFMT55_RESP","CFMT56_RESP","CFMT57_RESP","CFMT58_RESP","CFMT59_RESP","CFMT60_RESP","CFMT61_RESP","CFMT62_RESP","CFMT63_RESP","CFMT64_RESP","CFMT65_RESP","CFMT66_RESP","CFMT67_RESP","CFMT68_RESP","CFMT69_RESP","CFMT70_RESP","CFMT71_RESP","CFMT72_RESP"
113,"Female",28,"White","fiveMin","cb09","L1",57,50,14,38,61,2,3,5,3,4,3,5,4,5,3,2,4,5,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1
114,"Female",42,"White","fiveMin","cb07","L2",45,56.6666666666667,41,53,66,3,5,2,3,4,4,4,4,5,4,5,4,5,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,0.333333333333333,1,1,1,1,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
115,"Male",24,"White","day","cb10","L1",51,48,20,45,68,4,5,3,3,3,4,4,5,5,4,5,5,5,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
116,"Female",25,"White","day","cb09","L1",53,58,6,49,71,4,5,3,3,5,4,5,3,5,4,5,3,5,5,3,4,5,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0
117,"Female",40,"White","fiveMin","cb10","L1",69,70,60,74,57,3,3,4,4,3,3,3,4,3,4,3,3,3,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
118,"Female",20,"White","fiveMin","cb02","L2",55,54,37,54,71,3,5,4,4,4,4,5,5,5,3,5,5,5,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1
119,"Female",62,"White","fiveMin","cb03","L1",54,51.3333333333334,35,50,71,4,5,3,4,4,3,5,5,5,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
120,"Male",36,"White","day","cb07","L1",36,51.3333333333333,20,25,58,3,5,3,4,3,2,4,5,4,3,4,4,3,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
121,"Female",63,"White","day","cb05","L2",59,64,44,46,60,3,4,3,3,3,3,5,4,5,3,4,4,4,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
122,"Female",50,"White","fiveMin","cb12","L2",59,49.3333333333334,27,18,68,3,5,4,4,4,3,5,4,5,3,3,4,5,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
123,"Female",65,"White","fiveMin","cb01","L1",69,69.3333333333333,35,41,81,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,"Male",47,"White","day","cb01","L1",52,49.3333333333334,27,25,55,3,3,5,3,2,3,3,3,5,1,2,3,5,5,3,3,3,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0
125,"Female",47,"White","fiveMin","cb04","L1",65,52,38,48,63,4,4,2,5,3,3,4,3,5,3,3,5,3,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,"Male",31,"White","day","cb05","L1",53,39.3333333333333,21,24,53,3,3,3,4,4,4,3,2,3,2,3,2,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1
127,"Female",69,"White","fiveMin","cb09","L2",51,47.3333333333333,26,51,70,3,4,5,5,3,4,4,3,5,5,4,4,5,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1
128,"Female",54,"White","day","cb09","L2",64,60,50,50,79,3,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
129,"Female",42,"White","fiveMin","cb06","L1",39,54,37,48,56,2,4,3,4,3,3,2,4,5,3,3,4,5,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
130,"Female",61,"White","fiveMin","cb10","L2",60,56.6666666666667,35,25,62,2,4,4,3,3,2,5,3,5,5,5,5,5,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
131,"Male",28,"White","fiveMin","cb09","L2",65,60.6666666666667,50,55,61,3,4,3,3,4,3,4,5,5,2,4,4,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
132,"Male",50,"White","fiveMin","cb11","L1",41,51.3333333333334,12,38,69,3,5,2,4,4,4,4,4,5,4,4,4,5,5,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0
133,"Female",57,"White","day","cb10","L2",68,60,54,65,69,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,1,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
134,"Female",49,"White","fiveMin","cb05","L2",66,49.3333333333334,55,50,73,3,5,4,5,4,4,4,4,5,3,5,4,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
135,"Male",64,"White","fiveMin","cb02","L1",56,47.3333333333334,47,51,68,3,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
136,"Female",67,"White","day","cb04","L1",56,58.6666666666667,35,1,62,2,4,4,3,4,3,5,3,5,3,4,4,5,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,1,1,1,1,1,1,0.333333333333333,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
