anon_id	sex	sexpref	age	SDI1	SDI2	SDI3	SDI4	SDI5	SDI6	SDI7	SDI8	SDI9	SDI10	SDI11	SDI12	SDI13	SDI14	total
670d422de6990ffcef73bcc418c60ef8	female	men	30.0	6	6	7	5	7	5	9	9	9	4	6	7	9	6	95
4dfa86124e0cad276013fa2925b57835	female	men	22.5	2	4	7	3	2	5	5	6	2	5	6	8	4	2	61
3c3eb288a53d218b3b7c13a53254b0f7	female	men	34.2	4	7	4	9	9	7	8	5	5	5	7	8	5	4	87
866433497b0b8968ce45b356ecebe567	female	men	31.2	5	4	9	7	7	9	9	7	7	2	7	7	9	2	91
adedb07e30287be2293c7f8e71930b0f	female	women	21.5	5	5	8	5	5	6	9	6	5	6	7	9	8	5	89
af40e907c512171abbe8798178516489	female	men	21.8	1	3	3	4	8	3	5	2	1	3	2	3	2	3	43
e2654c609145f14646837dcc506680ab	female	women	18.6	2	5	6	6	5	7	7	5	4	6	8	9	9	5	84
0bd06816649e6754f5f939fc1da7e5cd	female	men	25.8	6	5	9	1	1	5	9	8	9	5	6	2	5	6	77
00db041a27812c808ff06ee0d424a037	female	women	32.0	4	5	6	7	7	7	8	6	7	3	5	4	6	4	79
de6e468113955015a57c2c6731571dcb	female	men	21.3	6	7	9	6	2	8	9	9	7	6	7	9	6	5	96
ba56f252f2cce3e030c6b8d7da515e4d	male	men	22.0	2	2	3	2	3	2	2	2	2	3	4	2	3	3	35
dfc4fb32763db62e390a53b4f47c9c67	female	men	43.0	7	5	8	7	6	8	9	9	9	4	3	3	3	4	85
a825764e1744363a885514ac0e455b53	female	men	21.0	2	7	9	6	5	5	9	9	1	2	3	3	3	2	66
a5b8b2ca7b16adbb723011fa5948b5e9	female	men	18.7	4	4	5	2	2	4	5	4	3	2	6	5	5	2	53
55521e9c411fdec3e7b7adf62347a8a5	female	men	26.9	5	6	7	2	2	8	8	8	6	3	4	3	4	6	72
3b1bfa03c0656fd74de3cc73f07d0e2a	female	men	18.1	6	5	7	1	2	2	5	5	4	0	2	1	3	1	44
343fae8a347e0e93838125a1deef129c	female	men	31.5	6	7	9	7	9	9	9	5	9	7	9	9	9	7	111
dc38f840c4bb5456903c4ff83577e3cc	male	women	18.5	5	6	6	8	7	8	9	1	2	4	3	2	1	2	64
f4539a5eb591c5c3d51fbfff2d006494	female	men	19.2	6	4	9	8	8	9	9	9	8	5	4	4	3	6	92
002c37287deb1562f423f26ae9330cee	male	women	19.2	4	6	6	7	6	8	8	3	5	4	6	6	5	5	79
91b3a55cf2dbf38fa6476d634e4fdb4c	male	women	26.3	5	3	5	7	7	7	8	9	4	2	7	9	6	2	81
00a1fd79c3f3abfbf80d4c4e75248553	male	women	20.4	7	6	6	2	6	7	9	1	5	0	9	1	1	0	60
a5ff4f91edd7fa9490bcbb2aed2490df	male	women	27.3	6	6	8	6	6	7	8	8	8	5	6	5	5	4	88
6b6787e6733371d68daff1d883186b1f	female	men	21.6	0	5	3	6	6	5	3	3	2	2	4	3	5	2	49
27a067436c8b1aabc973c1d841db58f7	female	either	29.6	7	7	9	7	8	9	9	9	9	7	9	9	9	6	114
e3a430bb18cbfd29ae3893da5b7c8e44	male	women	19.3	7	6	4	7	6	3	6	6	6	5	4	4	6	6	76
a8ca862104983ea8aee730587395526d	female	men	21.4	7	7	7	5	8	9	7	9	7	7	9	9	9	6	106
fae1dfbff56e30684d1153896e9d41c1	female	men	20.5	6	6	9	6	8	9	8	7	6	2	6	4	4	3	84
26113df7b45564c33a8565a1f133f693	female	women	20.7	5	3	6	5	6	7	9	7	7	5	8	4	8	5	85
6c8f610806a13f4bd037c51d6f3a80cc	female	men	23.1	5	3	7	2	2	6	7	7	6	0	2	1	1	4	53
2e9b9b579075d15bdf0755e3711c3981	female	men	19.1	5	4	7	6	6	7	7	3	5	4	3	2	3	3	65
8bb40b91029d1ec113e7fb11cfbca19b	female	men	27.6	6	5	8	8	8	6	7	6	6	4	6	7	6	6	89
ae53d40aea860ea803cd6bb17a9fd320	female	men	24.7	5	7	8	4	6	8	9	9	7	2	9	3	8	6	91
954f238b7cffb975aa10b49b2092c852	female	men	23.6	7	7	7	6	8	4	9	9	7	7	8	9	9	6	103
0a6b34f424c2ffa3a18e46a8fa03076e	female	men	28.5	4	3	9	9	7	6	9	6	5	5	9	6	6	2	86
54ed7cb59add3327e1c67f7a3d6d092b	female	men	26.8	5	5	7	5	5	8	8	7	4	4	6	4	5	4	77
6b10106216da156acacc3023bef0f437	female	men	21.2	6	6	7	4	5	7	8	8	7	5	5	7	6	6	87
4d8cdf6087decd1e3f6059d2a3adc55a	female	men	30.1	5	6	9	7	9	6	8	8	6	5	8	9	7	5	98
855a4ce41a3fb0070a96554f4ea4bacf	female	men	19.9	6	7	5	2	5	7	8	7	5	6	6	6	6	4	80
bb234a011e25eac8d416bb679487ee3e	female	men	37.0	4	4	7	7	8	8	9	8	5	4	5	7	5	2	83
5d0dcae56dafbb0fb36da2329b1a6490	female	either	26.1	2	4	2	9	5	9	3	2	1	7	9	9	9	6	77
00cd1a87c0f26ae72be965798e251c4a	female	men	24.7	7	6	9	6	8	8	9	6	6	4	9	7	7	6	98
4ea779bfd03c80d23f50bd771bcfe7d5	female	men	39.1	6	3	5	2	3	6	6	9	7	3	5	7	5	5	72
565765f7fd44851357398ad249675d9d	female	men	28.1	4	7	6	6	5	6	7	7	5	6	6	6	5	2	78
f636b54512564897206f5d21868529d4	female	men	29.0	6	6	8	7	7	4	9	4	5	7	9	7	7	6	92
1b31b26c24c453f6a51ef3a4fecb55f5	female	women	25.4	5	6	8	4	4	6	9	9	6	3	5	5	5	4	79
0a720ab04be21ecd4415ebd122130ed7	female	men	19.7	5	4	6	3	4	5	6	6	6	6	8	8	8	3	78
f1fa7f38aab32caa6b7977a208bc818e	female	men	34.1	5	5	6	3	3	8	9	9	7	6	8	8	8	5	90
89e72e95ed40d793787b3506664500c3	female	either	24.3	3	1	4	3	4	4	4	3	3	5	6	4	6	1	51
0a5584ba57808f8f347b32d9f9bba2f4	female	men	19.2	5	5	6	6	5	6	8	6	4	5	5	7	6	3	77
308152193ea9e492725ca4b916efdb5f	female	men	32.8	5	5	7	4	8	5	8	8	5	0	2	1	1	4	63
d962308e0ade995b7e3a2857c3962949	female	either	24.9	5	6	7	6	8	7	7	6	6	4	4	3	4	5	78
fdca36b118874b2925a0a0056b3d9157	female	men	31.9	0	4	1	5	7	5	2	1	1	0	1	1	1	0	29
43beb86b3c9181318a15a92398317a91	female	men	23.2	5	6	9	2	6	3	7	8	5	3	5	7	7	5	78
5d96afbc3b4a114ad9b0fec234e8a2da	female	men	26.7	5	6	9	3	3	3	7	8	6	4	8	8	7	4	81
61a3d74f525e607ed082077661aefd6f	female	men	25.3	6	6	7	6	5	6	8	7	7	4	6	6	7	4	85
e83af7b7e43308ebb406b4339a2d778c	female	men	22.3	5	4	6	2	3	6	7	6	6	3	4	6	6	4	68
c95713708d50e954371547ce8d374973	female	men	26.1	6	6	8	2	5	6	9	9	7	0	4	1	4	5	72
c2538fe1522d3f56fdf96061d52f6be7	female	men	23.1	7	6	9	5	6	7	9	9	8	5	9	8	9	5	102
b08630b1c0edfa259dc36f31d8876ca5	female	either	20.4	7	6	9	3	6	6	9	9	9	6	9	9	7	5	100
0a58bddb650f3dfca576d2d617212aa7	female	men	33.3	3	2	3	3	3	6	6	7	3	2	2	4	4	1	49
559f7d790e37536ee8cadfac3ffc32fa	female	either	27.7	7	6	9	5	5	3	9	9	8	5	9	8	9	3	95
20561d4af20e01f764448459d575006f	male	men	22.4	7	6	4	8	8	6	6	6	7	7	9	6	8	2	90
da8954156e4b070bb929c8c904a718c1	female	either	20.4	0	6	7	5	6	6	8	8	8	5	7	7	6	2	81
6cef6aed886ad8958cbddba9fe44329a	female	either	31.0	4	3	4	5	4	6	6	3	3	4	6	6	6	1	61
7165b89da685ecea7ba32e5422b88fa8	female	men	23.2	7	7	8	6	6	8	9	7	6	7	8	6	6	5	96
a3b1469ecdc4764697f9bb663e1eb00f	female	men	21.9	4	3	6	2	5	1	7	1	5	0	1	1	1	0	37
5db4cd913f8f2b3bd070442add96176c	female	men	21.6	6	4	7	3	4	5	7	6	5	2	3	4	4	3	63
d16b48dac9353b94e78492254c9678db	female	either	20.5	6	6	8	5	7	6	9	8	9	6	8	9	6	3	96
203002bbba91a1d94f13ba13d67cc66c	female	men	24.3	6	7	6	4	7	9	9	9	6	4	6	9	7	3	92
52d13968bacae2208b82e9f11f60ad5a	female	men	34.1	7	6	7	3	5	6	8	7	6	5	7	7	7	4	85
1621280ee6b09a2faa34b9257b38547e	male	men	19.5	7	6	8	6	7	5	9	6	8	7	7	7	9	6	98
25acc7380c71a9c2e5c411f7c8837757	female	women	31.4	7	6	7	6	8	8	6	7	6	7	8	8	5	6	95
1f350dd87286cce26c12ff32fda019d2	male	women	35.5	6	7	6	8	8	9	8	7	5	6	8	8	8	6	100
48f5105d6cfe43c784870cb9ce972f78	female	men	27.6	2	2	6	7	6	5	5	5	3	5	7	6	6	4	69
f8880c5a47fdad47b18cb65234bd377b	female	men	31.1	2	1	7	8	9	6	3	3	2	2	5	8	3	1	60
90d95225d208d8c38b24fee2bf254b9a	female	either	19.3	0	0	1	1	1	1	1	9	1	0	1	1	1	0	18
95dacde301c43ba5e7b499042d7633e2	female	either	27.9	6	6	8	7	6	9	9	8	8	5	8	8	6	5	99
f90fefa8bba75e287ec8598a4d15e549	female	men	33.1	5	6	7	2	9	8	8	9	5	6	7	4	5	4	85
fd0140880c39a9be8c9e5f23133c732c	female	men	24.9	3	1	6	3	5	7	6	4	2	0	1	1	1	0	40
f980e69a492c772fd12d5ee934265f66	female	either	28.8	5	4	8	7	7	8	8	6	6	5	7	6	6	6	89
b75205f370c6410573af04dcea6a022d	female	men	23.1	2	1	2	5	4	5	4	4	1	0	1	1	1	2	33
70c51ea1a544a8eeb8a8d984ea228a16	female	men	19.9	7	7	9	5	5	7	9	9	8	5	6	6	7	6	96
429ae05c177baebd1d2483c911cb48ef	female	men	28.6	6	6	8	5	6	4	8	8	6	6	6	8	5	6	88
bd711ada5eb445b3e6e9cab8aef00bb0	female	men	18.5	7	7	9	2	2	6	9	7	9	4	1	5	1	7	76
e01fec60dc516369c78c99b1952b2e45	female	men	20.5	4	1	5	4	4	6	6	3	2	2	6	7	3	2	55
98afe75b962cfc786548a2f6415dd467	female	men	20.0	3	6	6	3	5	5	3	1	4	6	7	6	7	5	67
2edf3fd7e52994db63c55e9007828b54	female	men	19.5	5	4	6	4	6	6	5	5	4	5	7	7	6	2	72
49f862542a35312507f9e0f6b19908f2	female	either	18.9	1	1	5	7	7	8	6	5	3	0	1	1	1	1	47
429343da8b3864fd2fbf77722923b21b	male	women	18.6	5	6	5	4	6	7	8	6	4	6	6	6	3	6	78
03bbe07537b66ae591e88aaf2490b43f	female	men	22.7	6	6	8	2	7	3	9	9	7	4	8	7	7	3	86
7a2d127e5ea7bf6fa93f00c76dc17a4c	female	men	19.1	7	6	7	3	2	4	9	9	7	5	5	5	5	5	79
f6148400198b20f1cef0accc9f25b425	male	either	21.0	6	6	8	5	7	6	8	4	9	7	8	6	8	6	94
4ebb169d9d2ace023b97efe95186e96a	male	either	37.3	4	5	5	3	4	4	5	1	3	3	1	1	2	2	43
dbab3c4364132588090867a22766233e	female	men	29.1	5	6	7	4	7	3	7	7	6	5	7	5	6	3	78
2fd7d4664813b739162b0a303f563ddb	female	men	39.1	5	6	7	7	7	7	7	7	8	5	7	7	6	3	89
45ff4fd83d3bbac67ac492a103f9d83a	female	men	19.9	3	3	7	5	7	8	7	6	5	1	4	2	5	2	65
40af69082cf4fe59e7d4959223435e80	female	men	23.3	5	6	7	7	9	9	8	7	5	1	7	9	6	5	91
af5d37ccabf8fcf365b4687c65dcc88f	female	either	18.2	6	7	9	8	8	9	9	9	9	0	1	1	1	2	79
023c11ee2464370893f9a2d1a13e2efd	female	men	19.4	6	4	7	6	7	8	8	8	5	4	8	6	6	4	87
9cec235653d50dae23b4b4ee981937e8	female	either	27.6	7	7	9	6	5	6	8	9	9	4	5	8	5	5	93
4e87fec69441858edc2202776b39cc9c	female	men	16.2	5	6	7	4	8	2	8	7	7	4	3	3	4	3	71
9a4f82ce6321d6d5942c894b90cd9ee1	female	women	20.7	2	1	3	2	2	5	5	2	2	3	5	5	5	1	43
36d6b3248261b5bc33ebcf3a74aeb831	female	men	20.3	7	7	9	7	5	6	9	9	9	0	6	3	7	7	91
a01895f13d7f5a76657b1b6fa9a61d8f	male	men	20.3	6	4	8	7	7	8	9	9	5	5	8	7	5	5	93
d29ce18cdef21e7ef14aa74a7addad0d	female	men	18.5	6	5	6	5	5	7	8	7	8	5	5	4	4	5	80
22021bfb6fef674732cd16a94b8c66bd	female	men	20.4	7	7	4	2	3	9	9	7	5	6	8	9	7	6	89
fe3d69777eceb18a9eb52a4555353b93	female	men	19.5	2	2	5	7	8	9	9	5	4	2	6	5	5	2	71
1bf7600781920c740a8e3e3218eb662e	female	men	19.7	5	6	7	7	7	3	6	7	5	4	5	4	5	3	74
86dfa8d560ac502d29ca1922597d15f9	male	women	52.6	5	4	7	7	7	6	8	7	8	3	4	4	5	5	80
946b7a3892878033be6749933837fa20	female	either	22.1	5	1	6	7	6	7	8	9	7	6	5	4	4	3	78
84df1aecc3060bf179608daf8bb9092f	male	men	24.5	5	1	7	2	3	4	5	2	6	6	7	7	5	4	64
07132cc09e83e85cac90a9a21dc75040	male	women	21.8	6	6	4	7	7	8	7	8	7	6	5	6	5	6	88
00e05652d22ba85c02b3a9e1fc98c584	female	men	20.0	4	4	6	8	9	7	8	8	8	6	7	6	6	4	91
d0537c236cf631e1b765289f35e89bff	female	men	19.9	7	5	8	2	5	8	8	3	8	0	1	1	2	5	63
a9e996f747eb101144f6bde3ca04d16e	male	women	18.5	5	4	7	4	5	7	5	6	5	5	7	8	6	4	78
7ccf324004f559c4213f12583a26696c	female	men	23.8	5	4	6	3	7	8	7	3	5	5	7	7	5	5	77
f41f897718a8cc3588d12a434142f3cd	female	either	44.0	5	4	8	5	7	8	8	9	8	2	5	5	5	2	81
e25a794186eae036873a2204ed13948e	male	women	21.9	7	6	7	6	6	5	8	6	8	7	6	6	6	3	87
9145180a9c8971445d8b59a5fc745098	female	men	19.3	7	6	7	8	6	8	9	5	5	5	7	6	5	2	86
443fbc11d63a930311a6adfa809f883e	female	men	23.1	7	7	9	3	5	8	9	9	8	6	7	9	9	7	103
b21d76aada8b8fe6212a0c6d2161f8ea	female	either	21.3	7	6	8	7	7	8	9	9	8	6	8	7	8	6	104
2b1b20877fcdc3874efb428d6b732887	female	men	33.9	5	3	7	1	1	9	9	9	5	0	1	1	1	0	52
e2c2d41279946acc12f6ec3b375f3065	female	men	26.0	6	5	7	2	2	6	7	8	5	3	5	5	5	5	71
11675aaec9c5e9a8c969fd88e446fef9	female	either	20.4	3	3	2	1	4	4	1	1	1	5	7	9	5	3	49
afd1dcc6effbd1e5c3366811b9745f4d	female	men	18.7	7	7	8	6	5	8	9	7	9	4	4	4	3	6	87
13664999612ea3292c446ed696456bac	male	women	24.8	5	6	7	5	6	7	9	5	5	6	5	6	5	4	81
ab37c7872557acf2d82145b8fd9608a0	male	men	21.6	7	7	8	7	7	5	9	9	6	7	7	6	6	4	95
78e207133821e453f0d78810ccf39d50	male	women	18.2	5	3	3	3	3	4	3	1	2	5	3	1	4	0	40
ea2ad398170034c9df9f4670c5cb6003	female	men	20.2	7	7	9	6	6	4	9	9	7	5	6	3	5	6	89
fa1c4f3769b1f683760a480fd3e8efb5	female	men	21.6	6	6	7	5	5	8	8	9	6	4	7	6	5	5	87
460650deda2eda1d89ab0c5e29676186	male	women	21.7	6	5	5	3	4	7	5	6	5	5	2	2	1	2	58
b87ef86f249603526eb7f0a25d9b87e8	female	men	20.0	3	5	7	7	7	8	8	8	5	4	7	7	4	2	82
e1ce3f6ec7e532d23abe2ae49d8873cf	female	men	23.0	6	4	6	6	7	8	7	7	8	0	3	8	1	4	75
74de975d72044062f0f52628548931ce	female	men	23.1	5	7	9	7	9	9	8	8	6	5	8	8	6	5	100
62fcce5290aec3534346c7eb35385459	male	men	26.5	7	6	9	9	8	3	6	4	7	7	6	9	7	5	93
e3e25e07e31ebe4744114fc272b7a06f	female	men	21.3	6	6	6	6	8	4	6	5	6	3	5	5	5	5	76
302e95863a6f72fa8c87de5f7a104a61	female	men	41.0	5	5	5	3	3	7	9	9	6	3	6	8	7	4	80
0599b76f3f189824890c0212dca1d98a	female	men	26.2	5	3	7	2	2	3	7	6	2	1	2	2	2	1	45
41eba96e30754585f63da839b53a2462	female	men	22.4	3	4	7	2	5	1	7	8	5	1	2	3	2	2	52
c4d45788b9f7983f2cf48ba5c993670f	female	men	23.8	5	6	8	3	3	6	8	7	6	4	7	7	7	4	81
01a16501604aaefd5a5924a1801741e9	male	women	24.0	5	6	7	6	6	8	8	7	5	2	4	3	3	2	72
eac6acfda146a4c4e5227a2b7d5aa920	female	men	20.7	5	6	8	3	8	5	7	6	7	7	7	6	7	7	89
2c92b8876dc75ffca817b1f623985fb6	female	men	21.8	4	4	7	2	6	8	8	1	5	5	6	7	7	4	74
6dcfe2061d8cf70c63f633b12548d276	female	men	26.8	7	7	9	6	7	7	9	6	7	4	6	6	6	4	91
bdafca6f0c04680df68a32b0c7ff8efa	female	men	20.6	5	5	6	5	5	8	7	5	6	6	6	5	6	5	80
b7b1b2bf131337a4c38eca196dd0e7d8	male	women	20.9	7	5	9	4	4	9	9	9	4	5	3	1	1	2	72
14d3d8ec705e6f2884ac05b3dfcdb068	female	men	21.0	3	4	6	3	4	7	6	6	2	7	8	9	9	0	74
718884a030253c1b3209467f42dfc01c	female	men	21.6	6	6	9	7	9	8	9	9	6	3	6	6	6	3	93
a8f47f8c7abaa06f9849fcdb7a51e4ae	female	men	20.2	3	5	8	9	8	7	7	8	5	0	1	1	1	2	65
729c4bd763ed2f827ace2f0447fb665d	female	men	18.1	6	6	9	7	8	9	9	8	6	6	8	9	6	6	103
4e69cb319071725a37bc513898b8d380	male	women	44.0	4	0	4	4	5	4	6	3	5	4	2	1	2	6	50
c8e43f15b25eb6d70ac765ce50254a19	male	men	19.1	7	6	9	7	6	8	9	8	9	7	9	9	9	6	109
a8cd786ae2bb7be78e97f67a1fd71442	male	women	20.2	7	7	9	6	7	9	9	9	5	4	6	6	2	5	91
dd434b156cb95e5a6b6f9d74e5db1ebd	female	men	36.6	5	4	9	8	8	9	8	8	8	3	7	3	7	5	92
8d76f61e47731103a11b165e92e7d9e8	female	men	20.0	5	6	5	8	6	8	8	5	5	6	6	8	5	6	87
b1e06cd75b850d13125133342c7e9507	female	men	51.2	3	3	7	2	7	6	6	7	5	2	6	4	5	5	68
48309f57b96a30d35120e601d04c9fe0	female	men	21.0	5	4	6	6	5	8	7	6	8	0	1	1	1	2	60
f06b4f1601e3c90c468c1338e4eeb0c9	male	women	40.2	6	7	9	8	8	9	9	7	9	5	8	7	7	4	103
bc362dea2e2246ba0959c1824059a759	male	women	20.2	3	6	7	6	5	6	7	5	6	5	5	5	4	4	74
ecec415e4f46606a9ed4e837d1b5aef9	female	men	18.6	6	6	7	7	8	7	7	7	7	3	3	3	4	3	78
75f95ca508018a659a60f5016e69d68a	female	men	20.9	6	5	9	4	7	9	8	8	5	3	3	3	2	2	74
e81f71facf7b6fcc6557f7b87c780354	female	women	18.6	6	6	6	6	7	8	8	7	6	3	4	3	6	5	81
832cc75459d6b7f6b390b780c1ac756f	female	men	20.2	7	7	7	6	5	4	8	7	7	3	8	8	7	4	88
9067ce0dcaf200c76cd690e83c74821f	male	women	25.4	6	7	7	8	7	8	9	7	5	5	8	8	7	5	97
9a312b0fc5d6e88446ebf9d7a2a48241	female	either	25.0	6	5	5	3	3	6	5	4	6	3	6	6	7	4	69
9fb638e895cdd04cf71178b5299d6ced	female	men	18.7	4	4	7	3	3	3	9	7	9	5	7	8	9	2	80
085c2093a29711f172df8762d3cdd966	male	women	26.0	4	6	6	7	7	9	9	9	5	3	4	7	5	4	85
0dd1016b44cc0d988c1c4417f5d8b51a	female	men	23.7	7	6	9	5	7	8	9	9	9	3	6	7	6	5	96
75e1933fe4c19e2ba2aa8f418e363e57	female	women	26.0	7	7	8	6	6	8	9	9	8	5	7	9	6	3	98
75c5f302dca36f2fd565fa3818d5017e	female	women	27.1	6	6	8	8	8	7	8	9	8	6	7	8	7	5	101
403692194da2683c2e491e12ec4f7d99	female	men	18.6	5	5	8	7	9	4	9	8	8	5	6	6	7	4	91
b0493f4614790f8470cf8e8477ff9bc1	female	men	19.4	6	6	4	3	5	6	6	3	7	5	4	4	8	3	70
fdfea648e7863efba584ae9fd22534ee	female	either	21.9	5	5	6	7	6	4	5	6	7	4	7	8	8	2	80
dfc8764fb92b444007c70f1b7cc51ebf	female	men	19.9	5	6	9	5	5	9	9	9	9	7	9	9	7	5	103
64a9b66d757e328439a1b97145afe5d0	female	men	34.6	5	5	7	7	6	6	6	7	6	5	6	6	5	3	80
25162434e0c8e4608ddd411f7474755b	female	men	19.9	0	0	2	3	2	3	3	2	2	0	1	1	1	1	21
df0661f88492aebe5d7c309bab02100d	female	men	24.8	6	4	9	4	4	7	9	5	5	5	9	9	7	5	88
19c8f915bdad32808b08b4e7960f7b6e	female	men	20.9	5	5	7	9	6	7	7	6	7	0	2	2	1	4	68
5f3c78bee3ba97c7a338d42ef08cc7ff	female	men	45.0	5	2	7	7	8	8	7	7	8	5	6	6	6	5	87
7f2e800658f03ef2d75ce70ca2a6a076	male	women	21.9	7	7	8	8	8	9	9	8	8	4	8	7	8	6	105
5028dd94e74c68eb51699d85abed2c9c	male	women	18.5	6	7	8	6	4	7	9	6	8	3	9	7	7	6	93
1da2d88e24f5b4e3fa97efb1e31fafd3	male	women	23.3	5	6	5	1	1	5	7	7	5	1	2	2	2	3	52
28495c6d6673846d595593ffc2c11c5b	female	men	24.1	4	5	9	3	3	9	4	9	4	1	2	4	2	2	61
f1647050de2ef69c21dc4c37d7128b03	male	women	21.4	7	7	9	7	7	5	8	5	5	5	4	5	5	6	85
bebb78217cc2ac844e05b0cf666bcfc3	female	men	18.6	7	7	8	6	5	6	9	8	7	6	7	8	8	7	99
a837c7f1bfab500603c1b46026609c1b	female	men	19.1	4	5	6	3	5	8	8	7	4	2	3	2	2	2	61
49e1d741ae5627cecf5f352bf4797919	female	men	19.7	4	3	6	5	3	6	7	5	5	2	4	7	5	2	64
b8eb46379534152a4893be534a30c3b4	female	men	21.7	3	4	8	9	8	7	8	9	5	3	7	9	7	5	92
7686295906f2fffd579374e7047dd592	female	men	20.4	5	6	9	7	8	7	9	9	7	6	7	9	7	6	102
83a91fdf13e27a40dbde21ba0558176b	female	men	21.9	7	6	8	5	4	7	8	5	6	3	3	4	3	3	72
d80968a4bbd768bddebd4b8d60d5b545	female	men	30.7	6	7	7	5	6	8	8	4	8	6	6	6	9	0	86
d1a4ba8b00b0458100d1c634a3300db8	female	men	18.5	7	7	9	9	9	9	9	9	9	0	1	1	1	8	88
62beae9df2268c97d76ac11818cb60cd	female	men	21.8	3	1	6	5	6	4	3	4	3	0	2	1	3	2	43
8ad9d4716d749462f5be1a412da2e7a6	female	men	19.4	1	1	4	6	7	8	4	1	1	3	5	3	3	1	48
56d544dd152d31b8e4f1849295fa344f	female	women	19.5	7	7	8	6	2	7	8	7	6	5	3	7	6	1	80
b9fb7d822cfff937dc51a4327b146a0f	female	men	25.1	5	4	6	3	5	5	9	9	7	4	7	6	5	4	79
ed00643ce25abdc45170cb89da7b2c24	female	men	18.4	5	5	7	3	8	7	8	6	6	2	4	3	4	5	73
9fdf8050f028895ac591ae8ac97f5252	female	either	20.8	6	3	8	7	6	9	8	8	7	2	6	5	5	6	86
0c998a538d4cd1fd38088173659f3d13	female	men	20.1	3	3	7	6	7	6	7	6	4	4	5	5	5	2	70
a023328a909437e989e466ff5fc87e3e	female	either	19.4	1	0	2	1	1	2	1	2	1	4	2	3	1	2	23
38a236ed80ff0596b3a2db36a183717d	female	men	22.6	5	5	4	1	2	3	7	4	5	1	2	1	2	0	42
6cd59b036df98c2ea3849371d46d9dcc	male	women	18.7	2	0	4	1	1	3	1	1	1	5	1	1	1	0	22
638cb87a5b0ec552635ee0a7704bc8b3	female	men	25.7	5	5	7	3	4	7	8	6	8	5	6	5	8	4	81
161c8cc411e56e8cb4c5a0bc8fbdef4b	male	women	18.4	5	4	6	7	9	8	9	6	6	0	6	2	2	5	75
73f7daf17f602dcf05fb2aa0c1e8da3f	male	women	26.7	7	6	9	7	8	9	9	8	7	0	1	1	4	6	82
331a3b6069307ee5f25a5d531d7d99bf	male	women	23.5	7	7	7	6	5	8	8	7	6	7	6	6	6	5	91
04d73032fb3f1e14ca812960e0444e76	female	men	48.5	5	7	9	5	9	9	9	9	9	6	5	5	5	3	95
394a84fd5f4d108e92d7e61810b6eca2	female	men	19.1	7	4	6	8	9	4	9	8	6	5	7	5	5	5	88
3e85762d04f567c54c40307338a4960f	female	either	19.1	4	3	8	7	7	7	9	7	7	5	7	5	5	2	83
dab70bbab6e7aa3b928320dfaf999fc3	female	either	20.3	6	6	5	2	2	6	7	6	7	7	8	8	8	3	81
0bb4dc158405db7b3c4f39956f0083e3	female	men	22.2	6	4	9	5	6	5	8	7	6	5	5	5	5	3	79
6caf42fa2ae6825744123498a9a32c40	male	women	20.8	3	3	3	3	5	8	9	1	1	3	3	2	2	2	48
f46f235787b1da2528debe8184c580a0	female	men	21.4	5	5	8	3	5	6	7	4	7	5	5	6	5	4	75
cf8d32212c39eb8ad89589e1cb0658fe	female	men	18.5	5	4	9	6	8	9	9	9	7	2	5	1	5	4	83
c7a901cb266f9bfb35ca1af8baa1cfc2	female	men	19.7	3	4	6	7	5	8	9	7	7	2	8	7	9	3	85
edc470c1f70c18faca3622fb590e9f67	female	men	21.2	5	4	8	5	7	7	7	5	6	4	6	6	6	2	78
9defd09112a7f5725ed5ff914d2ec0f6	female	men	25.0	7	7	7	5	5	4	6	8	8	5	4	1	4	2	73
5b8f81168db077b68ed5efa978261851	female	men	18.9	2	2	9	5	7	7	7	5	5	0	2	2	2	1	56
4f7430cb2ac076c5625ac3aa76606ab8	female	men	18.4	7	6	8	6	6	6	8	9	7	5	4	3	5	4	84
78eb3178acac7fa834b007c871a8d292	female	men	19.5	3	0	3	1	1	9	9	5	7	2	1	3	1	2	47
14d80aae287872b1c0eeb008d62051f6	female	men	19.2	6	6	8	3	5	8	9	8	7	5	6	8	5	5	89
b5fee3d4c591f6a9a23963fb333c9c38	male	women	21.5	7	7	9	7	9	9	9	4	9	7	9	3	7	6	102
847c218a75beb075c6002ac18f82a3d4	female	men	21.4	6	5	9	7	9	2	9	9	9	5	6	5	9	5	95
e41e46904d4116cecec166660b3e259d	male	men	48.9	6	4	7	9	5	6	9	9	7	7	3	2	4	3	81
5e543d37089c4ffdd491c61f3987bd7d	male	women	18.6	7	6	9	6	6	4	8	5	5	6	7	8	7	6	90
5032de122fdf994025c25a31380280e1	female	men	20.7	7	7	9	7	7	8	9	7	6	3	5	3	5	2	85
2fce2e5490e115b7500b01c030623115	female	men	35.7	7	4	7	3	5	3	7	7	8	5	8	9	8	1	82
430030fa343a56efaeea14dd796c5e3d	female	either	36.3	6	6	7	7	6	8	8	7	7	6	4	4	4	6	86
89cdbbf957c25454c91c361f70c059aa	female	men	20.6	4	1	6	5	6	7	9	6	5	4	7	6	7	4	77
7899bd20f9ef4f918fc1493077927b6f	female	men	23.7	7	7	8	9	9	7	9	7	9	6	6	7	9	5	105
69ee0fc989dc08884616e4d6c5e1cbfb	male	men	21.0	5	5	6	8	7	4	7	6	5	6	6	5	3	6	79
