Age	Sex	Education	LN	EHI1	EHI2	EHI3	EHI4	EHI5	EHI6	EHI7	EHI8	EHI9	EHI10	FLI1	FLI2	FLI3	FLI4	FLI5	FLI6	FLI7	FLI8	FLI9	FLI10	FLI_recznosc_samoocena	FLI_uszkodzenia
20	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	60	80	60	40	80	87	68	98	1	0
21	1	3	15	1	1	1	1	1	3	1	1	1	1	100	100	100	100	100	100	100	100	100	100	1	0
32	2	2	17	2	2	2	2	2	2	2	2	2	2	0	0	0	50	0	0	10	0	0	0	2	0
27	2	2	14	1	1	1	1	1	1	1	1	1	1	100	100	50	70	70	60	70	70	70	90	1	0
23	1	2	15	1	1	1	1	1	1	2	1	2	1	100	100	50	70	30	40	50	90	90	100	1	0
19	1	2	13	1	3	1	3	1	3	3	1	3	3	100	100	50	50	100	50	50	50	50	100	3	0
23	1	4	17	1	1	1	1	1	3	3	1	1	1	100	100	90	90	90	90	90	90	90	90	1	0
23	2	2	13	2	1	3	3	1	1	2	1	3	3	0	98	98	50	50	50	50	50	50	50	2	0
24	1	4	17	1	1	1	1	1	1	1	1	1	1	100	90	95	80	999	999	80	 	60	100	1	0
22	2	2	15.5	1	1	3	1	1	3	3	1	3	1	100	100	90	100	50	75	50	95	50	50	1	0
22	1	2	16	3	3	1	1	1	2	2	1	3	1	75	0	50	50	0	50	0	100	50	80	1	0
33	2	4	21	1	1	1	3	1	1	1	1	2	3	100	100	99	100	60	60	90	90	99	100	1	0
26	2	3	15	2	2	2	2	2	2	2	2	2	2	0	0	0	2	20	20	0	10	15	25	2	1
18	2	2	12	1	1	1	1	1	3	1	1	1	1	100	100	999	100	100	100	999	98	999	100	1	0
20	1	2	14	1	1	1	1	1	1	1	1	1	1	100	100	100	100	50	98	98	100	50	100	1	0
25	1	4	18	2	2	2	2	2	2	2	2	2	2	0	0	15	0	25	15	25	0	10	0	2	0
20	1	3	18	2	2	2	2	2	2	2	2	2	2	0	0	15	40	50	50	40	10	60	15	2	0
21	1	2	15	1	1	1	1	1	1	3	1	3	1	100	100	90	90	50	80	50	90	50	100	1	0
24	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	70	99	100	999	999	99	65	100	1	0
20	2	2	13	1	1	1	1	1	1	3	1	3	1	100	100	100	100	50	50	69	69	69	100	1	0
27	1	4	18	1	1	1	1	1	1	1	1	1	1	100	70	70	70	50	50	70	70	50	100	1	0
23	2	4	17	2	2	1	2	2	2	2	2	2	3	0	0	70	80	60	50	30	50	90	90	2	0
18	1	1	11	1	1	1	1	1	1	1	3	3	3	100	100	70	85	50	30	80	70	50	100	1	0
34	1	4	21	1	1	1	1	1	1	1	1	1	1	98	100	95	70	70	60	85	95	75	100	1	0
35	1	4	22	2	2	2	2	2	2	2	2	1	2	100	100	99	100	89	999	98	100	80	100	2	0
19	1	2	12.5	1	1	1	1	1	1	3	1	1	1	90	100	100	60	10	60	90	90	90	100	1	0
24	1	4	20	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	60	100	100	999	100	1	1
24	1	2	17	1	1	1	1	1	1	3	1	3	1	100	100	70	90	999	999	60	90	90	100	1	0
25	1	4	17	1	1	1	1	1	1	1	1	3	1	100	100	90	90	100	999	999	90	80	100	1	0
18	2	1	11	2	2	2	1	2	2	3	2	2	2	0	0	30	0	100	50	50	0	40	0	2	0
22	1	4	3	1	1	1	1	1	1	1	1	3	1	100	100	98	100	98	98	100	98	98	100	1	0
19	2	2	13	1	1	1	1	1	1	1	1	1	1	100	100	80	80	0	0	50	100	80	100	1	0
22	1	3	15	1	1	1	1	1	1	1	1	1	1	100	100	80	90	20	40	60	100	90	100	1	0
21	2	2	14	2	2	2	2	2	2	2	2	2	2	2	0	5	2	50	30	0	10	40	0	2	1
20	1	2	14	1	1	1	1	1	1	1	1	3	3	100	100	99	99	100	999	99	90	999	99	1	0
21	2	2	11	1	1	1	1	1	1	3	1	3	1	100	100	50	60	60	50	50	100	70	100	1	0
25	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	100	100	999	999	100	80	999	100	1	0
21	1	2	14	1	1	1	1	1	1	3	1	1	1	100	100	999	70	0	999	60	90	90	100	1	0
27	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	70	80	70	70	90	90	80	100	1	0
18	2	1	11	1	1	1	3	1	1	1	1	3	3	100	100	90	75	50	50	70	80	90	90	1	0
24	2	2	16	2	2	2	2	2	2	2	2	3	2	0	0	40	10	2	50	30	10	40	0	2	0
18	2	1	12	1	1	1	3	1	3	3	1	3	2	99	100	50	50	0	50	0	0	50	100	3	1
20	2	2	13	1	1	1	1	1	1	1	1	1	1	99	95	99	90	70	60	80	80	60	95	1	0
32	2	4	17	1	1	1	1	1	1	1	1	1	1	90	100	80	100	60	70	90	99	70	100	1	0
20	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	89	98	40	70	90	89	60	100	1	0
23	1	2	16.5	1	1	1	1	1	1	3	1	3	1	100	100	75	85	50	50	60	100	80	95	1	0
20	1	2	13	2	2	3	2	2	3	2	2	2	2	0	0	50	40	50	50	30	20	50	10	2	0
25	1	4	15	1	1	1	1	1	1	3	1	1	1	100	100	98	90	80	50	90	100	90	100	1	0
19	1	2	12	1	1	1	1	1	1	1	1	1	1	100	100	80	80	70	60	70	80	60	100	1	0
23	2	2	16	1	1	1	1	1	1	1	1	1	1	100	100	80	95	85	98	95	99	90	100	1	0
19	1	2	13	1	1	1	3	1	3	1	1	3	1	100	100	50	50	50	50	50	70	50	100	1	0
22	2	2	12	2	2	2	2	2	2	2	2	2	1	0	0	45	95	95	80	5	100	5	100	3	0
20	2	2	14	1	1	1	1	1	1	1	1	1	1	100	100	98	98	50	50	98	100	70	100	1	0
18	2	1	11	1	1	1	1	1	1	1	1	3	1	100	100	50	85	50	75	50	100	60	95	1	0
21	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	95	99	95	95	99	98	98	100	1	0
25	1	4	17	1	1	1	1	1	1	2	1	1	1	100	100	100	100	999	80	90	100	80	100	1	0
24	1	1	11	2	2	2	2	2	2	2	2	2	2	0	0	50	50	0	50	50	0	50	0	2	0
19	1	2	13	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
43	2	4	20	1	1	1	1	1	1	1	1	1	1	100	100	100	100	50	100	50	100	50	100	1	0
21	2	2	13	1	1	1	1	1	1	1	1	2	1	100	100	90	70	50	30	80	100	50	100	1	0
22	1	2	15	1	1	1	1	1	1	1	1	1	3	100	100	70	50	50	50	60	60	60	100	1	0
24	2	4	18	1	1	1	1	1	1	1	1	1	1	100	100	89	999	100	999	67	100	56	83	1	0
39	1	4	18	1	1	1	1	1	1	1	1	1	1	100	100	100	100	999	100	100	100	90	100	1	0
38	1	4	17	2	2	1	2	2	2	1	2	3	2	0	0	10	10	40	40	30	5	20	0	2	0
24	2	2	13	1	1	1	1	1	1	2	1	1	1	100	100	100	100	 	999	100	100	100	100	1	0
21	1	2	13.5	1	2	3	1	3	2	3	3	2	3	99	60	50	50	40	50	50	50	40	30	3	0
19	1	1	12	1	1	1	1	1	1	1	1	1	1	100	10	100	100	100	80	100	100	100	100	1	0
21	1	2	14	2	2	2	1	2	3	2	2	3	3	0	0	50	100	50	70	80	80	75	50	3	0
21	1	2	15	1	1	1	1	1	1	3	1	3	1	100	100	95	85	999	999	999	100	999	100	1	0
24	1	4	20	1	1	1	1	1	1	1	1	1	1	100	100	999	85	75	60	999	85	80	100	1	0
22	1	2	15	1	1	1	1	1	1	3	1	1	1	100	100	50	85	50	50	50	90	60	100	1	0
20	1	2	14	1	1	1	3	1	1	3	1	1	1	100	100	70	90	50	50	60	90	80	100	1	0
19	2	3	12	1	1	1	1	1	1	1	1	3	1	100	100	90	70	90	70	70	100	80	100	1	0
20	2	3	14	2	2	3	2	2	2	2	2	3	2	0	0	0	50	30	0	20	0	30	0	2	0
20	2	2	14	1	1	1	1	1	1	3	1	1	1	100	100	95	70	60	80	80	80	75	95	1	0
20	1	3	13	2	2	2	1	2	1	2	2	2	2	0	0	50	50	0	90	0	0	45	0	2	0
18	1	2	12	2	1	3	2	1	1	3	3	1	3	28	90	50	5	0	5	30	50	60	78	3	0
20	1	2	14	2	2	3	1	2	3	3	3	3	3	0	0	100	90	80	50	80	50	50	0	3	0
18	1	2	12	1	1	1	3	1	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
20	2	2	13	1	1	1	1	1	1	1	1	1	1	98	98	50	50	50	50	50	98	50	98	1	0
20	1	2	13	1	1	1	1	1	1	3	1	3	1	100	100	80	80	90	999	60	99	80	90	1	0
19	1	2	13	1	1	3	1	1	3	3	1	3	1	100	100	80	50	50	50	50	65	50	90	1	0
23	2	2	14	1	1	1	1	1	1	1	1	1	1	100	100	85	70	100	999	999	999	999	100	1	1
20	1	2	14	1	1	1	1	1	1	1	1	1	1	100	100	50	80	60	85	50	100	90	100	1	0
25	2	2	13	1	1	1	1	1	1	2	1	3	1	100	100	70	80	98	60	999	80	999	98	1	0
23	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	98	100	1	0
27	1	4	18	1	1	1	1	1	1	1	1	1	1	100	100	100	 	 	95	98	100	95	 	1	0
23	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	80	100	50	50	50	100	50	100	1	0
21	2	2	13	1	1	1	1	1	1	1	1	1	1	100	100	70	90	60	30	80	65	50	90	1	0
19	2	2	13	1	1	3	3	1	1	1	1	3	3	100	90	90	90	50	70	70	90	90	100	1	0
19	1	2	14	1	1	1	1	1	1	1	1	3	3	98	98	50	50	50	50	50	60	50	80	1	0
20	1	2	14	1	3	1	3	1	3	3	1	3	1	100	100	999	999	100	48	0	100	999	999	3	0
19	1	2	12	1	1	1	2	1	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
18	2	1	12	2	2	2	2	2	2	2	2	2	2	5	5	5	3	30	50	5	3	25	100	2	1
28	2	4	15	1	1	1	1	1	1	2	1	3	1	100	100	98	100	999	98	98	100	98	100	1	0
27	1	4	20	3	2	3	3	1	3	3	1	3	3	60	80	50	50	50	50	40	60	50	50	3	0
25	2	4	17	1	1	1	1	3	1	2	1	3	1	100	 	70	60	999	999	999	90	60	70	1	0
19	1	2	13	1	1	1	1	1	3	1	1	1	1	98	98	50	50	50	50	50	98	50	98	1	0
20	2	2	14	2	1	1	2	2	2	2	2	2	1	0	0	50	80	80	50	50	90	50	100	2	0
61	2	1	11	1	2	2	2	2	2	2	2	2	1	98	5	98	70	10	50	75	98	50	0	2	0
64	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	90	90	90	90	100	1	0
22	2	2	16	2	1	1	1	2	2	2	1	3	1	10	1	75	1	999	25	0	98	999	98	3	0
39	2	2	14	3	2	2	2	2	2	2	2	2	2	80	0	0	0	0	0	9	0	0	0	2	0
26	1	4	15	2	1	1	1	2	1	1	1	1	3	0	0	0	100	100	98	100	100	100	100	2	0
33	2	4	18	1	1	1	1	1	1	2	1	1	1	100	100	100	100	100	100	100	100	100	100	1	0
20	2	2	14	1	3	1	1	1	3	3	1	1	1	100	100	60	80	100	50	100	100	50	100	1	0
41	2	2	13	2	2	2	2	2	3	3	2	3	3	20	20	999	999	0	20	80	0	30	999	2	0
23	2	2	14	1	1	1	3	1	1	1	1	1	1	100	100	86	82	70	25	75	96	60	100	1	0
22	2	4	16	1	1	1	1	1	3	2	1	3	1	100	80	999	75	100	999	90	100	999	80	1	0
29	1	4	20	2	2	1	2	2	2	3	1	3	2	0	0	100	100	0	999	90	70	70	0	2	0
19	1	2	12	1	1	1	3	1	3	2	1	3	1	50	75	80	60	70	50	50	34	80	75	1	0
37	1	4	17	2	2	2	2	2	2	2	2	2	2	0	0	10	20	0	15	5	0	10	0	2	0
21	2	2	16	1	1	1	3	1	3	3	1	3	1	100	100	50	50	40	50	50	100	50	100	1	0
26	2	4	17	1	1	1	1	1	1	1	1	3	1	100	100	100	100	100	999	999	100	999	100	1	0
21	1	2	14	1	1	1	1	1	1	3	1	1	1	100	100	98	100	999	999	70	90	90	100	1	0
20	1	2	14	2	2	1	2	2	2	2	2	2	1	0	0	80	90	50	0	80	100	90	0	2	0
24	1	4	15	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	50	70	100	70	100	1	0
24	2	4	17	1	1	3	1	1	3	3	1	3	1	100	100	60	80	 	999	999	80	60	90	1	0
32	1	4	22	2	2	2	2	2	2	2	2	2	2	0	0	25	50	0	25	50	10	90	0	2	0
23	1	4	16	1	1	1	1	1	1	1	1	1	1	100	100	100	100	0	50	100	100	100	100	1	0
18	2	1	12	1	1	1	3	1	1	1	1	3	3	100	100	75	75	50	50	50	50	50	100	1	0
21	1	2	14	2	2	2	2	2	3	2	2	3	3	0	0	50	50	100	100	100	50	50	50	2	0
30	1	4	19	3	1	1	3	1	1	2	2	2	3	80	80	50	50	90	50	70	50	50	90	3	0
43	2	4	23	1	1	1	1	1	1	2	1	1	1	100	100	99	100	60	60	90	100	90	100	1	0
41	1	4	16	1	1	1	1	1	3	2	1	3	1	100	100	70	60	20	999	999	80	999	0	1	0
19	1	2	12	1	1	1	1	1	1	1	1	1	1	100	100	60	100	100	60	80	100	70	100	1	0
29	1	4	18	1	1	1	3	1	3	3	1	2	1	100	100	50	50	0	0	50	100	50	100	1	0
24	2	2	18	1	1	1	3	1	3	1	1	3	1	100	100	999	100	999	999	999	100	95	100	1	0
36	2	4	17	1	1	1	1	1	1	2	1	3	3	100	100	999	65	30	70	80	70	999	100	1	0
25	2	4	18	2	2	2	2	2	2	3	3	3	2	0	0	50	30	0	50	50	0	30	0	2	0
18	1	1	11	2	2	2	2	2	2	3	2	3	2	1	0	50	50	30	50	50	1	10	5	2	0
33	1	4	18	2	2	1	2	2	2	2	2	2	2	0	0	1	0	0	3	2	0	5	0	2	0
22	1	2	14	2	2	2	2	2	2	2	2	3	2	0	2	50	10	50	0	0	5	5	0	2	0
23	1	4	16	1	1	1	1	1	1	1	1	1	1	100	100	98	98	90	90	90	90	80	100	1	0
19	1	2	13	1	1	1	1	1	1	3	1	3	1	100	100	75	90	999	999	75	90	60	100	1	0
19	1	1	13	1	1	1	1	1	1	1	1	1	1	100	100	98	100	98	98	98	100	98	100	1	0
21	1	2	14	1	1	1	1	1	1	1	1	1	1	100	100	100	100	0	100	100	100	100	100	1	0
18	1	1	11	1	1	1	1	1	1	1	1	1	1	100	100	70	70	50	60	95	90	60	100	1	0
21	2	2	13	1	1	1	1	1	3	1	1	3	1	100	100	75	75	90	60	50	90	75	100	1	1
24	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	70	80	60	60	60	70	70	98	1	0
19	1	2	13	2	2	2	2	2	2	2	2	2	2	0	0	50	40	40	40	50	20	20	0	2	0
36	2	4	22	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0
20	1	2	13	1	1	1	1	1	1	3	3	3	1	100	100	70	95	60	55	75	99	90	100	1	0
23	2	2	15	1	1	1	1	1	1	2	1	1	1	100	100	80	90	95	80	90	95	80	100	1	0
45	1	4	18	1	1	1	1	1	1	1	1	1	1	99	99	98	98	999	12	999	90	90	98	1	0
25	1	4	15	2	2	2	2	2	2	2	2	2	2	0	0	5	10	10	10	5	5	10	0	2	0
20	2	2	14	1	1	1	1	1	1	1	1	1	1	98	98	50	70	50	50	70	80	60	98	1	0
23	1	4	17	1	1	1	1	1	1	3	1	1	1	100	100	100	70	60	70	80	90	90	100	1	0
22	1	2	13	2	2	2	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0
22	1	4	15	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	50	50	100	100	100	1	0
21	1	2	13	1	1	1	1	1	3	1	1	1	1	100	100	100	80	60	80	90	100	70	100	1	0
19	2	2	12	1	1	1	1	1	1	3	1	3	1	100	100	80	90	90	70	60	100	75	89	1	0
22	1	2	16	2	2	2	2	2	2	2	2	2	2	0	0	0	0	50	30	10	15	20	0	2	0
28	1	4	15	2	2	2	2	2	2	2	2	2	2	0	0	50	0	100	0	0	0	0	0	2	0
26	2	4	17	1	1	1	1	1	1	1	1	1	1	98	98	98	98	98	98	98	98	98	98	1	0
44	1	4	20	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	1	1	0	2	0
25	2	2	11	2	2	2	3	2	3	3	2	3	3	5	5	20	0	20	25	30	20	20	5	2	0
18	2	1	12	2	1	1	3	2	1	2	1	1	1	0	0	100	100	50	40	70	90	55	100	3	0
29	1	4	17	1	1	1	1	1	1	2	1	1	1	100	100	100	100	98	98	98	70	70	100	1	0
20	2	2	13	1	1	1	3	1	3	3	1	3	1	100	98	60	60	999	999	75	75	60	95	1	0
23	2	3	16	1	1	3	1	2	3	2	2	2	1	23	3	34	52	24	65	43	45	62	44	3	0
30	2	4	17	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	10	10	0	50	0	2	0
20	2	2	14	1	1	1	1	1	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
25	1	4	18	1	1	1	1	1	1	2	1	3	1	100	100	60	100	50	50	60	100	70	100	1	0
20	2	2	14	1	1	1	3	3	3	3	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0
24	1	4	16	2	2	2	2	2	3	2	2	3	2	0	0	20	30	50	50	20	0	0	0	2	0
21	1	2	15	1	1	1	1	1	1	1	1	1	1	100	100	70	100	90	80	100	90	80	100	1	0
24	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	60	100	100	60	60	100	100	100	1	0
20	2	2	13	1	1	1	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
20	1	2	14	1	1	1	1	1	3	1	1	3	3	100	100	50	50	100	50	100	80	80	100	1	0
24	1	4	17	2	2	2	2	2	2	2	1	3	2	0	0	20	20	30	50	50	20	50	0	2	0
27	1	2	14	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0
35	1	4	15	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	1	0
34	1	1	12	2	2	2	2	2	2	1	2	2	2	0	0	80	50	100	50	90	1	50	0	2	0
40	1	4	16	1	1	1	2	1	1	2	1	2	2	100	100	70	50	10	20	90	10	30	100	1	0
44	1	2	12	1	1	1	1	1	3	1	1	2	1	98	98	98	98	98	98	98	98	98	98	3	0
26	1	4	16	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	999	999	100	100	100	1	0
19	1	2	13	1	1	1	1	1	1	2	3	1	3	100	100	100	100	999	999	100	999	999	999	1	0
24	1	2	17	2	1	1	1	2	2	1	1	1	1	1	0	60	999	20	10	20	90	999	85	2	0
22	1	2	15	1	1	1	1	1	1	2	1	1	1	100	100	70	70	50	50	60	80	70	100	1	0
19	2	2	12	1	1	1	1	1	1	2	1	1	1	100	100	90	100	90	70	50	100	60	100	1	0
20	1	2	14	1	1	1	1	1	1	3	1	3	3	100	100	60	70	100	50	80	60	50	100	1	0
28	1	4	19	1	1	1	1	1	1	1	1	2	1	100	100	50	70	100	80	90	90	70	100	1	0
22	2	2	16	1	1	1	3	1	3	3	1	3	1	100	100	75	75	100	50	50	75	75	98	1	0
24	1	4	16	1	1	1	1	1	1	1	1	1	1	100	100	80	95	50	90	100	100	100	100	1	0
19	1	2	13	2	2	2	2	2	2	1	2	2	1	0	0	30	40	50	40	40	98	40	0	2	0
19	1	2	12	2	2	1	2	2	2	2	2	3	2	0	0	10	0	10	5	15	0	10	0	2	0
20	2	2	14	1	1	1	1	1	1	1	1	1	1	90	100	70	50	20	40	90	90	50	100	1	0
20	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	98	98	98	98	98	98	98	100	1	0
18	1	1	12	1	1	3	3	1	3	1	3	3	1	98	100	95	60	50	50	50	80	60	95	1	0
46	2	4	16	1	1	1	1	1	1	1	1	1	1	100	100	80	90	80	80	70	100	70	100	1	0
26	1	2	17	1	1	1	1	1	1	2	1	1	1	100	100	100	100	100	50	100	80	50	100	1	0
27	1	4	17	1	1	1	1	1	3	2	1	3	3	100	100	50	80	100	50	98	75	75	100	1	0
33	2	4	23	1	1	1	1	1	3	1	1	3	1	100	100	999	999	999	999	999	80	60	100	1	0
32	1	2	15	2	2	1	2	2	2	1	2	2	2	0	0	0	0	0	0	0	0	5	0	2	0
22	2	2	14	1	1	1	1	1	1	3	1	3	1	100	100	60	70	90	50	80	90	65	98	1	0
37	2	2	16	1	1	1	1	1	1	1	1	2	1	100	100	95	100	100	999	100	100	75	100	1	0
18	2	1	12	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0
21	2	2	15	1	1	1	1	1	1	1	1	3	1	100	100	60	75	70	70	60	90	80	100	1	0
27	1	4	17	2	2	2	2	2	2	2	2	2	2	0	0	50	50	50	50	0	0	50	0	2	0
33	2	2	15	1	2	1	2	1	3	3	1	3	2	100	100	50	65	80	50	50	5	50	10	3	0
20	1	4	10	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	1	0
20	2	2	13	1	1	1	1	1	1	1	1	3	1	100	100	100	100	0	100	100	100	100	100	1	0
29	2	2	18	1	1	1	1	1	1	1	1	3	1	99	99	99	99	70	60	90	99	75	30	1	0
19	1	2	13	2	2	2	2	2	2	1	2	2	2	0	0	5	0	0	0	10	0	5	0	2	1
23	2	2	17	1	1	1	1	1	3	2	3	3	1	100	100	80	50	70	20	50	70	65	80	1	0
22	1	4	16	1	1	1	1	1	3	1	1	3	1	100	100	999	70	999	999	999	100	999	100	1	0
20	1	2	13	1	1	1	1	1	1	1	1	1	1	100	98	98	98	90	80	90	90	50	90	1	0
18	1	1	12	1	1	1	3	1	3	3	3	3	1	90	99	50	50	50	70	50	80	70	90	1	0
23	1	4	15	1	1	1	1	1	1	1	1	3	3	100	100	50	75	99	50	50	75	50	98	1	0
24	1	2	18	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	5	0	10	0	2	0
21	2	2	14	1	1	1	1	1	1	1	1	1	1	100	98	98	98	98	98	98	98	98	100	1	0
22	2	2	15	1	1	1	1	1	1	1	1	1	1	100	100	60	50	0	0	100	100	100	100	1	0
24	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	95	100	95	0	95	0	95	100	1	0
25	2	2	16	2	2	2	2	2	2	2	2	2	2	5	5	50	25	100	50	50	20	50	0	2	0
28	1	1	11	1	1	1	1	1	1	1	1	1	1	50	100	45	0	0	0	50	88	72	50	1	0
27	2	4	19	1	1	1	2	1	2	2	2	2	2	100	100	100	0	0	50	0	0	50	90	2	0
21	1	2	14	1	1	1	1	1	1	1	1	1	1	100	100	98	98	100	50	98	100	90	100	1	0
19	2	2	13	1	1	1	1	1	1	1	1	3	1	100	100	97	90	50	50	89	99	50	100	1	0
22	2	2	14	1	1	1	1	1	1	1	1	1	1	100	100	80	90	100	70	80	99	95	100	1	0
22	1	4	15	1	1	1	1	1	3	2	1	2	1	100	100	95	50	100	50	80	90	60	100	1	0
41	2	4	23	1	1	3	1	1	3	1	1	1	3	90	95	50	0	50	60	50	50	60	60	3	0
18	2	1	11	2	2	2	2	2	2	2	2	3	2	0	0	60	60	60	60	60	0	50	30	2	0
22	1	2	15	2	2	2	2	2	2	2	2	2	2	0	0	0	50	50	50	60	20	10	0	2	0
24	1	2	16	2	2	1	2	2	2	2	2	2	1	0	0	100	50	20	50	50	100	50	0	3	0
23	1	2	15	1	1	1	1	1	1	1	1	1	1	100	100	95	98	99	80	95	99	98	100	1	0
22	1	2	15	2	2	2	2	2	2	2	2	2	2	2	2	10	20	0	999	30	0	40	0	2	0
25	2	2	18	2	2	2	2	2	2	3	2	2	2	0	0	5	35	15	35	15	0	10	10	2	0
24	1	4	18	2	2	2	2	2	3	2	2	2	2	0	0	50	50	0	50	50	50	50	0	2	0
20	2	2	13	2	2	2	2	2	2	2	2	2	2	0	0	50	50	50	50	30	10	20	0	2	0
20	1	2	13	1	1	1	1	1	1	1	1	1	2	98	98	98	98	98	98	98	0	98	98	1	0
33	1	4	18	2	2	2	2	2	2	2	2	2	2	0	0	25	50	5	5	50	5	10	0	2	0
22	1	2	15	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
22	1	4	15	2	2	2	2	2	2	3	2	2	2	0	0	10	5	30	999	10	2	10	0	2	0
23	2	2	16	2	3	3	3	2	3	1	1	1	1	98	95	100	100	50	50	50	10	50	100	2	0
20	2	2	12	1	1	1	1	1	3	1	1	1	1	100	100	50	50	0	100	50	80	50	100	1	0
18	1	1	12	1	2	3	3	1	3	1	1	3	3	100	100	50	100	50	20	40	50	50	90	1	0
24	1	2	17	1	1	1	1	1	1	2	1	1	1	100	100	50	80	90	60	70	98	95	100	1	0
24	1	4	17	2	1	1	2	2	1	3	1	3	1	0	0	2	30	100	50	50	90	70	90	2	0
27	2	4	18	1	1	3	1	1	1	3	1	1	1	20	10	10	5	5	5	30	10	40	20	1	0
23	2	2	16	1	1	1	1	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0
22	1	2	16	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0
20	1	2	14	1	1	1	1	1	1	3	3	3	1	100	100	999	60	999	999	999	100	80	100	1	0
23	1	2	16	2	2	2	2	2	2	3	2	3	2	0	0	40	0	50	50	50	0	50	0	2	0
27	2	2	15	1	1	1	1	1	1	3	1	1	1	100	100	70	100	50	40	50	100	50	100	1	0
30	1	4	17	2	2	2	2	2	2	3	2	2	2	0	10	0	0	0	0	20	0	30	0	2	0
22	2	2	15	1	1	1	1	1	2	2	1	3	3	100	100	60	70	30	40	50	50	60	100	1	1
23	1	4	16	1	1	1	1	1	1	1	1	3	1	98	98	75	70	40	75	80	90	95	100	1	0
23	1	2	12	1	1	1	1	1	1	2	1	1	1	100	100	100	100	60	100	100	100	90	100	1	0
20	1	2	14	1	1	1	1	1	1	2	2	3	3	100	100	50	50	100	50	70	0	50	100	1	0
29	2	3	12	2	2	2	2	2	2	1	1	1	2	10	0	70	98	99	50	80	10	30	0	2	0
19	1	2	13	1	1	1	1	1	1	1	1	2	1	100	100	50	98	50	50	50	98	70	100	1	0
21	2	2	14	1	1	1	1	1	1	1	1	1	1	100	100	100	50	50	50	100	100	50	100	1	0
24	1	2	17	2	2	2	2	2	2	2	2	2	2	0	0	5	0	0	0	0	0	0	0	2	0
18	1	1	12	1	1	1	1	1	1	1	1	1	1	100	97	70	90	60	85	80	90	70	80	1	0
24	1	2	15	1	1	1	1	1	1	2	1	1	1	100	99	70	89	0	50	90	99	80	99	1	0
19	1	1	13	1	1	1	1	1	3	1	1	3	1	100	100	50	50	50	50	70	100	50	100	1	0
24	2	2	18	1	1	1	1	1	1	1	1	1	1	100	100	60	80	60	999	60	90	70	99	1	0
19	1	1	12	2	2	2	2	2	2	2	2	2	2	0	0	50	0	0	0	0	0	0	0	2	0
20	1	2	13	1	1	1	1	1	1	3	1	1	1	100	100	999	999	98	999	999	70	70	100	1	0
23	1	2	15	1	1	1	3	1	3	3	1	3	1	100	100	50	50	30	50	60	90	80	95	3	0
25	1	4	17	1	1	1	1	1	1	1	1	3	1	100	100	90	90	100	999	999	90	80	100	1	0
18	1	1	12	1	1	1	1	1	1	1	1	1	3	100	100	98	98	98	100	100	90	98	100	1	0
28	1	4	17	2	2	2	2	2	2	1	2	2	2	0	0	0	0	0	15	15	0	0	0	2	0
21	2	2	13	1	1	1	1	1	1	1	1	2	1	100	100	95	95	0	65	50	70	50	100	1	0
40	1	4	18	1	1	1	1	1	1	1	1	1	1	100	100	90	90	50	50	90	90	90	90	1	0
