Q241,DOB,Sex,HE,Nation,Relig,M_Relig,F_Relig,Q36,S_G1_A_1,S_G1_R_1,S_G1_I_1,S_G2_A_1,S_G2_R_1,S_G2_I_1,S_G3_A_1,S_G3_R_1,S_G3_I_1,S_G4_A_1,S_G4_R_1,S_G4_I_1,S_G5_A_1,S_G5_R_1,S_G5_I_1,S_S1_A_1,S_S1_R_1,S_S1_I_1,S_S2_A_1,S_S2_R_1,S_S2_I_1,S_S3_A_1,S_S3_R_1,S_S3_I_1,S_S4_A_1,S_S4_R_1,S_S4_I_1,S_S5_A_1,S_S5_R_1,S_S5_I_1,R_G1_A_1,R_G1_R_1,R_G1_I_1,R_G2_A_1,R_G2_R_1,R_G2_I_1,R_G3_A_1,R_G3_R_1,R_G3_I_1,R_G4_A_1,R_G4_R_1,R_G4_I_1,R_G5_A_1,R_G5_R_1,R_G5_I_1,R_S1_A_1,R_S1_R_1,R_S1_I_1,R_S2_A_1,R_S2_R_1,R_S2_I_1,R_S3_A_1,R_S3_R_1,R_S3_I_1,R_S4_A_1,R_S4_R_1,R_S4_I_1,R_S5_A_1,R_S5_R_1,R_S5_I_1,P_G1_A_1,P_G1_R_1,P_G1_I_1,P_G2_A_1,P_G2_R_1,P_G2_I_1,P_G3_A_1,P_G3_R_1,P_G3_I_1,P_G4_A_1,P_G4_R_1,P_G4_I_1,P_G5_A_1,P_G5_R_1,P_G5_I_1,P_S1_A_1,P_S1_R_1,P_S1_I_1,P_S2_A_1,P_S2_R_1,P_S2_I_1,P_S3_A_1,P_S3_R_1,P_S3_I_1,P_S4_A_1,P_S4_R_1,P_S4_I_1,P_S5_A_1,P_S5_R_1,P_S5_I_1,Pol_S1_A_1,Pol_S1_R_1,Pol_S1_I_1,Pol_S2_A_1,Pol_S2_R_1,Pol_S2_I_1,Pol_S3_A_1,Pol_S3_R_1,Pol_S3_I_1,Pol_S4_A_1,Pol_S4_R_1,Pol_S4_I_1,Pol_S5_A_1,Pol_S5_R_1,Pol_S5_I_1,Pol_G1_A_1,Pol_G1_R_1,Pol_G1_I_1,Pol_G2_A_1,Pol_G2_R_1,Pol_G2_I_1,Pol_G3_A_1,Pol_G3_R_1,Pol_G3_I_1,Pol_G4_A_1,Pol_G4_R_1,Pol_G4_I_1,Pol_G5_A_1,Pol_G5_R_1,Pol_G5_I_1,M_G1_A_1,M_G1_R_1,M_G1_I_1,M_G2_A_1,M_G2_R_1,M_G2_I_1,M_G3_A_1,M_G3_R_1,M_G3_I_1,M_G4_A_1,M_G4_R_1,M_G4_I_1,M_G5_r_A_1,M_G5_r_R_1,M_G5_r_I_1,M_S1_A_1,M_S1_R_1,M_S1_I_1,M_S2_r_A_1,M_S2_r_R_1,M_S2_r_I_1,M_S3_A_1,M_S3_R_1,M_S3_I_1,M_S4_r_A_1,M_S4_r_R_1,M_S4_r_I_1,M_S5_A_1,M_S5_R_1,M_S5_I_1,C_1_A_1,C_1_R_1,C_1_I_1,C_2_A_1,C_2_R_1,C_2_I_1,C_3_A_1,C_3_R_1,C_3_I_1,C_4_A_1,C_4_R_1,C_4_I_1,C_5_A_1,C_5_R_1,C_5_I_1
5464ceecfdf99b224c204abf,46-50,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,SNP,10,10,10,9,9,8,6,4,4,5,5,5,9,9,9,9,8,8,10,10,10,8,8,8,2,2,2,4,4,4,10,10,10,7,7,7,10,10,10,0,0,0,8,10,10,6,6,6,9,9,9,8,8,8,8,8,8,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,10,10,9,9,5,5,10,10,10,0,0,0,8,8,8,3,3,3,6,6,6,8,8,8,3,3,3,0,0,0,0,0,0,7,7,6,7,7,7,0,0,0,0,0,0,10,10,10,0,0,0,10,10,10,7,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9
598b3eb0716a2c000187cbca,41-45,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,9,3,6,4,6,4,6,6,6,6,6,5,8,9,9,9,7,9,7,8,10,9,9,9,4,4,6,3,8,8,7,7,7,5,5,5,4,6,7,2,6,6,0,1,2,5,6,5,5,5,5,4,6,4,4,4,4,5,5,5,8,8,9,4,4,4,3,3,2,2,3,2,1,1,2,3,3,3,0,8,8,2,3,3,4,3,4,5,5,4,6,5,6,8,8,8,5,4,5,10,10,10,10,9,9,6,6,6,10,9,9,3,7,7,6,7,7,10,10,10,0,9,8,0,9,9,3,5,7,4,4,4,10,7,10,1,8,9,10,10,10,0,10,10,10,9,9,1,9,9,10,8,7,10,10,10,10,10,10,10,8,9,10,10,10
5a0dbc9e9b760100013a7857,61-64,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,8,9,9,6,6,4,4,4,2,4,6,4,7,9,10,9,1,5,4,7,9,9,10,9,5,5,6,3,8,2,10,10,10,8,8,9,10,10,10,3,9,3,8,9,10,5,6,6,8,9,9,2,1,8,5,8,8,8,9,9,1,4,6,1,8,3,4,3,7,6,7,9,7,7,8,4,3,7,0,9,1,3,2,6,6,7,9,4,1,2,8,1,8,10,10,10,10,6,10,10,10,10,6,3,9,10,2,10,10,10,10,1,9,8,4,7,7,6,9,9,0,1,9,0,2,9,4,7,7,6,2,1,10,10,10,1,1,6,9,2,9,0,10,10,7,8,9,1,6,2,10,8,2,10,1,1,10,10,10,10,8,10,10,2,2
5a034df0f2e3460001edabdf,18-25,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Other (please state),Other (please state),Other (please state),I don't have any political affiliation,6,4,6,5,5,5,6,6,6,6,6,6,10,6,6,8,6,6,8,4,3,6,6,4,4,5,5,8,6,8,2,2,3,2,2,1,2,2,2,10,5,5,4,3,3,1,4,2,2,2,2,5,5,1,1,2,2,6,3,2,4,4,4,3,3,2,1,1,1,4,4,4,4,4,3,3,3,2,9,6,3,4,3,3,4,3,3,4,4,4,7,5,5,7,6,7,8,6,5,9,6,6,9,6,6,7,5,5,4,3,3,5,6,3,5,5,5,9,6,6,0,4,1,0,3,3,1,4,3,6,6,6,10,6,6,4,3,2,9,5,5,0,2,5,6,6,5,2,2,2,7,4,4,10,4,4,10,6,7,8,8,6,5,5,5
595d53078c7f1a00013bd780,51-55,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Labour,1,6,9,9,9,9,3,4,8,10,7,10,10,9,10,9,10,4,9,10,7,10,10,10,0,0,4,10,10,10,0,0,1,0,0,0,0,2,9,10,10,10,0,0,0,0,0,6,0,1,6,0,9,2,0,4,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,10,3,10,10,10,10,10,0,10,10,6,10,1,4,6,10,10,10,8,9,10,5,7,7,9,4,9,3,2,4,10,6,10,1,9,9,0,9,8,1,7,3,10,4,10,4,7,7,4,7,5,0,10,10,8,4,10,4,0,8,10,3,10,10,2,7,10,10,10,10,10,10,10,2,10
,41-45,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Agnostic,Agnostic,I don't have any political affiliation,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5
59d8ef5a498aef0001d6fe2d,26-30,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,I don't have any political affiliation,7,6,7,4,4,3,7,3,6,4,5,5,6,6,4,8,8,6,7,6,7,7,6,4,6,4,6,10,10,10,2,6,4,0,3,2,7,7,6,10,7,6,7,6,3,2,3,4,0,4,0,3,2,2,2,2,2,3,7,6,1,4,2,2,6,2,0,3,1,2,6,2,2,4,5,2,6,3,1,7,7,0,4,3,7,6,2,3,7,5,4,6,4,6,6,7,8,7,6,10,10,10,10,8,7,8,5,4,6,3,6,10,6,6,7,6,3,4,4,4,1,7,7,0,4,4,6,6,6,8,6,7,10,8,6,2,6,4,8,7,5,1,7,6,9,7,4,1,3,2,3,3,1,10,9,7,10,9,3,8,7,3,7,6,4
59ca8ad75e015800019778fd,18-25,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",Asian/ Asian British: Chinese,Atheist,Christian,Christian,I don't have any political affiliation,8,8,10,3,7,9,7,6,10,9,8,10,9,9,10,10,10,10,9,9,10,10,7,10,0,9,7,8,8,10,5,7,8,0,0,0,2,6,9,10,10,10,5,3,7,0,0,0,0,0,0,0,0,7,0,0,0,8,8,8,0,7,10,0,6,7,7,6,5,0,0,9,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,10,9,3,7,8,8,9,5,5,5,8,6,8,10,10,10,10,10,10,6,7,7,3,7,7,5,5,5,6,3,9,0,5,5,0,7,8,2,7,8,7,7,8,0,8,7,0,8,7,8,6,7,0,7,5,2,9,9,2,8,6,10,10,10,10,5,5,10,6,5,10,10,10,10,5,5
5963701e0a12c00001099590,41-45,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,I don't have any political affiliation,2,9,9,3,7,7,8,9,8,6,6,5,9,8,8,6,8,7,10,9,9,1,8,8,8,8,6,9,9,9,10,10,10,7,9,7,10,10,10,10,6,6,8,7,8,3,8,5,1,6,6,0,9,7,4,7,8,9,9,9,9,9,9,9,9,9,1,7,5,6,8,8,1,7,5,9,9,9,0,10,10,8,9,8,6,6,6,5,6,3,9,9,9,9,9,9,10,10,10,10,10,10,10,10,9,7,7,6,5,6,7,8,8,8,2,8,8,10,10,10,0,9,8,0,10,10,0,8,8,8,8,8,9,9,9,0,10,10,10,10,10,0,9,9,10,9,8,1,8,8,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9
5aeac60eca37d3000138efb4,26-30,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,I don't have any political affiliation,1,5,7,5,3,3,6,5,6,9,7,6,10,6,8,10,7,2,10,3,7,8,4,4,5,2,3,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,0,0,1,6,1,0,0,0,5,0,0,0,0,0,10,10,8,10,8,7,10,10,10,8,3,2,4,4,3,7,4,4,5,0,0,8,3,1,3,3,3,7,6,3,0,4,6,0,2,2,3,4,3,10,3,3,10,7,5,1,5,4,10,6,4,0,0,0,10,10,3,2,6,2,10,8,0,10,0,0,10,5,5,10,1,0,10,9,0
56fc0339f37e08000bbeb3c2,56-60,Male,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,I don't have any political affiliation,8,8,8,4,4,1,8,8,8,4,7,7,9,10,10,10,10,10,4,6,6,7,7,8,7,6,3,8,10,8,7,4,4,3,3,0,6,6,6,10,9,0,0,0,0,0,0,0,3,9,2,4,3,0,0,0,0,2,0,0,4,1,0,3,3,2,1,0,1,3,2,1,2,2,0,4,2,2,0,0,0,3,1,0,1,0,0,8,3,2,6,8,6,4,6,8,8,8,3,9,9,9,6,8,6,7,8,6,7,8,8,4,7,6,4,4,6,9,9,10,0,0,0,10,6,8,1,6,1,4,6,1,10,10,10,2,8,8,10,10,10,0,10,10,2,9,8,0,0,10,10,10,10,10,10,6,10,10,10,10,10,8,10,10,10
59e07928ae9f950001d83e32,31-35,Male,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Labour,0,1,0,8,8,8,5,5,5,8,8,8,9,9,9,10,10,9,9,8,8,9,9,8,2,2,2,9,9,9,2,3,3,0,0,0,3,4,3,9,9,9,8,8,8,0,0,0,0,0,0,0,8,7,0,6,6,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,10,8,10,9,9,9,9,9,10,9,8,8,7,7,8,3,2,2,2,2,4,9,9,9,0,0,0,1,1,1,1,4,6,2,3,2,10,8,8,1,1,0,4,6,7,0,0,0,3,4,4,4,6,6,0,0,0,10,10,8,10,10,10,10,9,9,8,8,8
5aeb18fe1c4105000197b7e8,18-25,Male,High School Diploma/A levels/BTEC/ IB or equivalent,Mixed/ Multiple Ethnic Backgrounds: White and Asian,Buddhist,Buddhist,Christian,Conservative,7,4,5,6,4,4,5,6,4,7,8,6,7,7,7,10,6,7,10,8,6,4,7,3,3,3,2,7,8,6,5,6,3,4,3,3,4,4,3,6,4,3,7,4,4,2,4,2,2,3,3,2,3,2,2,3,2,4,3,2,4,4,3,4,3,0,1,2,2,2,4,2,0,3,2,1,3,2,4,4,3,2,3,1,2,3,1,0,2,0,8,8,8,4,6,3,7,6,2,10,6,6,8,8,9,6,4,4,10,8,8,9,8,8,3,8,9,10,6,7,0,6,3,4,6,6,4,3,4,6,6,7,10,8,8,6,6,7,3,7,2,1,6,3,10,10,10,7,6,8,10,10,10,10,10,3,10,8,6,7,7,4,7,5,4
,26-30,Female,"Masters Degree (e.g. MA, MSc, MSci)",Asian/ Asian British: Indian,Hindu,Hindu,Hindu,I don't have any political affiliation,0,5,5,4,3,4,4,6,4,6,3,3,10,10,10,4,4,4,3,5,4,10,10,10,9,8,9,10,2,2,3,6,3,5,9,10,5,5,5,0,10,10,4,5,4,4,4,4,0,2,2,9,8,8,7,10,10,10,10,10,3,9,9,5,5,5,0,0,1,7,4,6,4,4,5,0,2,7,0,1,3,0,8,8,0,8,8,0,7,7,5,5,5,10,10,10,8,5,5,10,10,10,10,3,6,4,6,3,5,10,10,0,10,10,0,10,10,10,10,10,0,4,6,0,9,9,0,10,9,0,1,1,10,10,10,0,4,3,10,10,10,6,2,4,0,7,5,0,10,10,10,5,5,10,6,7,10,10,10,10,6,5,10,0,1
58d43fb77c08be0001c24830,46-50,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,SNP,10,6,7,6,2,2,6,6,6,6,4,4,9,7,8,10,0,1,10,2,7,8,6,6,8,7,9,2,3,2,10,9,9,10,10,10,10,9,9,0,9,0,6,7,8,10,10,8,10,9,9,9,9,8,8,7,8,9,9,9,4,6,6,0,0,0,0,0,0,9,6,6,8,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,10,10,10,0,2,8,10,10,10,9,7,5,9,9,9,9,9,8,2,2,2,8,8,6,2,7,7,0,3,4,0,0,2,0,7,4,1,1,0,10,6,6,0,0,0,10,8,8,0,8,8,8,5,5,0,8,7,10,1,2,10,0,1,10,7,5,10,10,9,7,0,1
55d36107da14d7001295334f,51-55,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,9,7,7,9,7,8,10,10,10,7,6,7,10,9,10,10,10,9,3,6,6,10,8,10,7,7,7,9,8,8,8,8,9,5,5,5,7,7,7,5,5,5,6,6,6,5,0,0,3,1,1,7,4,4,4,0,1,7,6,6,4,4,7,5,5,5,1,1,1,1,2,1,6,6,6,6,6,6,2,3,3,1,8,2,5,5,5,6,5,3,10,2,10,10,10,10,10,9,10,10,10,10,10,6,10,10,8,10,9,9,9,1,6,8,6,6,7,8,9,8,0,8,10,0,10,10,0,4,9,6,4,3,10,10,10,0,10,7,6,3,3,0,7,9,10,10,10,0,2,10,10,10,10,10,10,8,10,10,10,10,9,8,10,10,8
5a8fec140ec4cf00010c73dd,26-30,Male,"Doctorate (e.g. PhD, MD)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Christian,Christian,Liberal democrat,2,9,9,7,9,9,7,7,9,7,10,3,10,9,8,10,2,9,10,8,8,10,10,10,0,0,0,10,10,9,2,9,2,0,0,0,1,1,7,5,5,5,0,0,0,2,1,1,1,0,0,3,5,6,4,7,7,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,10,10,9,9,3,5,10,3,9,1,8,2,8,8,8,6,9,10,3,4,7,5,5,5,4,4,4,0,1,3,0,4,6,1,5,6,5,5,5,10,4,8,3,3,4,6,2,1,1,9,7,4,8,3,5,9,3,10,9,6,10,3,9,10,8,5,10,9,10,10,1,7
,56-60,Female,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,I don't have any political affiliation,10,10,10,6,6,7,5,5,5,2,2,0,6,6,6,10,10,10,6,6,8,8,8,9,7,6,6,5,5,5,0,0,0,3,3,0,3,5,4,8,4,1,0,0,0,1,0,0,0,0,0,2,7,5,4,3,1,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,2,0,0,0,0,0,0,4,1,0,0,0,0,7,7,7,3,3,5,5,0,1,10,10,10,5,0,5,6,6,6,10,10,10,7,8,6,2,2,3,10,10,10,0,3,5,0,0,7,1,0,2,5,5,5,10,10,10,0,10,10,10,10,10,0,0,3,7,6,3,0,5,5,7,7,5,10,10,7,10,10,10,8,8,10,10,5,5
5aeb030798799d000180831b,18-25,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Green,1,7,8,7,5,5,6,7,6,6,8,6,10,8,8,10,8,7,10,10,10,8,7,9,0,0,0,10,7,7,3,2,3,0,0,0,1,5,5,8,1,1,3,1,1,1,0,2,0,0,1,0,2,3,0,0,3,3,0,2,0,0,0,2,6,3,0,0,0,2,1,5,0,0,3,0,0,0,2,1,2,0,0,0,0,0,0,0,8,0,10,8,6,10,10,10,10,7,8,10,8,7,2,7,6,10,8,7,7,7,4,4,5,5,7,6,3,4,7,6,0,1,1,0,6,4,0,8,7,4,6,7,10,8,5,8,1,2,7,6,2,0,2,7,7,7,2,4,7,4,10,8,6,10,2,7,10,3,4,8,1,2,9,0,1
5a685416b9e3b50001a749bc,26-30,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Agnostic,Atheist,Labour,8,8,9,5,6,6,8,6,6,7,6,6,10,10,10,5,2,7,8,8,7,10,10,10,1,0,7,8,8,8,5,10,10,0,0,5,5,10,10,5,4,6,5,5,7,0,0,1,2,0,2,0,7,4,0,5,1,6,4,6,5,3,10,4,2,1,1,1,9,7,9,10,8,10,10,2,0,0,0,8,8,3,1,8,5,0,7,5,8,10,8,2,6,10,10,8,10,1,5,10,10,10,8,3,9,7,7,7,8,7,7,3,6,6,7,7,6,3,3,7,0,3,7,0,7,7,0,7,3,6,0,3,10,8,6,4,2,1,3,0,0,0,8,9,10,10,10,0,0,0,10,7,2,10,0,0,10,0,8,10,7,9,8,0,0
5acb78ed436f550001001ef4,26-30,Male,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Other (please state),Other (please state),Other (please state),Labour,4,5,4,5,3,5,4,6,4,6,3,6,6,6,4,9,4,1,7,6,3,6,4,6,6,4,4,3,4,6,1,3,3,6,3,6,3,2,4,4,6,3,2,4,3,3,3,6,3,1,3,7,3,3,2,4,3,7,3,6,5,5,6,5,4,5,3,5,2,5,3,6,4,5,3,6,6,3,3,5,3,3,4,3,3,5,4,6,4,4,4,5,5,2,4,4,6,3,6,4,2,5,6,4,6,4,4,6,3,4,3,2,4,3,6,7,7,6,3,6,6,3,4,2,2,3,6,3,6,6,5,6,4,5,4,4,5,1,2,3,3,4,5,1,2,3,3,3,4,5,2,4,1,3,5,5,3,4,0,2,6,5,4,3,6
5af5f23ae19f8c00019e3e93,26-30,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Labour,9,8,10,8,7,9,10,10,10,8,6,7,10,10,8,10,7,8,9,8,8,10,7,9,1,9,7,10,10,8,1,2,3,0,0,0,10,8,7,10,2,6,0,0,3,1,9,3,0,8,1,2,8,8,0,8,3,10,2,2,0,8,7,0,0,2,0,9,7,0,0,0,7,6,8,1,8,7,0,7,0,0,9,7,1,8,7,0,7,3,10,10,8,10,10,10,10,10,10,10,10,10,2,8,8,10,9,7,9,6,8,7,7,6,6,8,8,4,5,5,0,10,3,0,10,7,0,10,2,3,7,7,10,10,10,0,9,7,10,9,7,0,10,8,10,10,8,1,8,8,10,7,8,10,10,10,10,10,6,9,8,7,10,10,2
5aeb2f9c2aee65000121d680,36-40,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Atheist,Christian,I don't have any political affiliation,9,9,9,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,0,0,0,10,10,9,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,10,10,10,10,0,5,10,10,10,10,10,10,10,10,10,10,10,10,3,3,5,7,7,7,7,1,6,0,8,8,2,8,8,2,4,7,5,5,5,10,10,10,7,7,7,2,3,5,0,8,8,1,8,8,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
5687d434369319000c269c03,41-45,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Agnostic,Agnostic,Green,4,6,7,6,6,6,4,7,8,6,6,6,6,6,6,7,7,6,4,7,8,6,7,6,3,6,6,10,6,7,5,6,4,5,6,6,4,9,7,7,6,8,5,7,9,5,6,6,6,4,6,6,5,6,6,6,7,8,6,6,5,8,6,6,4,4,6,5,4,4,3,3,5,4,6,6,7,7,3,3,3,4,4,5,6,6,6,5,5,3,8,8,8,7,8,7,5,2,2,10,8,8,9,3,6,7,8,8,9,9,6,5,6,6,7,8,7,6,4,6,0,7,8,3,5,6,4,4,4,7,2,5,10,6,7,3,3,5,10,6,6,3,6,8,4,7,4,4,8,7,10,9,6,10,6,5,10,7,9,10,8,7,10,9,6
5a6e4286e6cc4a0001b6d281,26-30,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Labour,9,6,6,7,5,5,7,5,5,7,7,8,9,7,7,7,5,5,8,5,5,8,7,7,3,6,6,7,6,6,2,5,5,0,8,7,1,6,6,8,6,6,1,5,5,2,5,5,0,5,5,1,6,6,0,7,6,3,5,5,0,6,6,1,5,5,0,5,5,2,5,5,3,5,5,1,5,5,2,5,5,1,5,5,1,5,5,2,5,5,2,5,5,8,7,7,7,5,5,5,6,7,8,6,6,8,7,7,8,7,7,3,5,5,7,6,6,4,5,5,1,6,6,2,6,6,3,5,5,5,5,5,9,6,6,1,5,5,7,4,4,2,6,6,8,5,5,2,5,5,10,6,7,10,5,5,9,7,7,8,5,5,10,5,5
59f642d738ed430001be66c7,31-35,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Liberal democrat,7,4,5,9,6,8,8,6,4,6,3,5,9,6,8,10,10,10,4,1,7,6,3,3,1,3,4,8,6,8,2,3,5,0,10,10,0,0,7,10,10,10,0,2,3,0,9,10,0,10,10,0,10,10,0,10,10,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,8,9,7,8,7,7,7,5,5,3,8,8,7,8,8,9,7,7,8,4,6,4,6,7,3,7,7,10,10,10,0,2,2,1,4,6,3,2,4,7,1,3,9,2,7,3,1,1,8,1,1,0,10,10,4,5,5,2,3,3,10,2,6,10,0,0,10,0,5,10,4,4,10,0,5
5af344dfdf9933000161f47a,46-50,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: Other - please state,Islamic,Islamic,Islamic,I don't have any political affiliation,10,3,5,6,6,8,7,6,7,7,7,8,7,6,8,10,2,7,7,6,6,10,8,9,6,5,7,6,4,6,5,5,8,4,4,7,5,6,6,6,5,7,4,5,4,8,7,7,5,6,6,4,2,3,5,5,6,10,7,8,0,2,7,0,7,6,4,1,7,2,4,3,7,6,7,0,3,3,0,10,10,0,0,0,0,0,4,3,3,6,5,0,2,8,3,7,6,3,2,9,7,7,9,2,7,8,8,9,10,3,8,6,5,6,7,7,7,6,6,7,0,3,3,0,2,1,4,5,5,3,6,5,10,1,7,0,3,3,10,7,6,0,6,10,10,7,8,0,8,8,10,7,10,10,0,0,7,0,6,10,7,9,10,0,0
59e66173d838ae0001850a92,26-30,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Other (please state),Other (please state),Other (please state),Labour,10,10,10,6,8,7,10,10,10,5,5,5,10,10,10,10,5,5,10,7,7,10,9,10,10,5,6,10,10,10,10,10,10,0,5,5,7,7,6,10,5,5,6,5,5,0,0,0,0,0,0,5,5,5,2,0,2,1,0,0,5,5,5,8,5,5,0,0,0,0,5,5,0,0,0,5,5,5,5,5,5,5,8,3,5,0,0,5,5,5,5,7,8,2,8,9,10,10,1,10,10,10,10,10,10,7,8,8,6,5,7,10,9,8,6,7,8,9,10,10,0,10,9,0,10,10,0,7,9,8,7,8,10,10,10,0,5,5,10,10,10,0,10,10,10,10,10,0,10,10,0,7,9,10,5,4,10,10,10,0,0,0,10,5,6
5a86ea0c5292b800012308fa,26-30,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,I don't have any political affiliation,8,7,7,6,6,7,5,5,5,8,8,8,7,7,7,7,7,7,10,10,10,7,7,7,2,4,2,9,9,8,4,4,4,5,5,5,2,2,3,5,5,5,4,3,3,3,3,2,3,3,3,6,6,6,2,9,9,4,4,4,6,6,6,2,2,1,4,5,5,2,2,3,0,0,0,6,6,6,5,7,6,1,0,1,2,2,2,0,0,0,10,10,10,9,9,9,10,10,10,10,10,10,4,4,6,10,10,10,9,9,9,3,3,3,5,5,6,7,7,7,0,0,0,1,0,0,2,9,8,3,7,7,10,10,10,0,0,0,8,8,4,0,0,0,5,5,5,2,2,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
